date,FTSE 100,AstraZeneca PLC,HSBC Holdings PLC,Linde PLC,Shell PLC,Unilever PLC
2022-09-08,47.39,71.46,54.95,43.9,56.22,45.41
2022-09-09,46.87,53.0,65.88,53.0,56.74,46.17
2022-09-10,79.5,56.74,54.13,69.36,40.62,76.93
2022-09-11,44.23,43.71,64.71,77.06,77.13,77.76
2022-09-12,50.86,65.48,47.19,67.2,75.0,52.67
2022-09-13,45.28,44.44,49.2,70.15,74.78,75.29
2022-09-14,71.91,45.96,77.54,46.47,66.21,77.31
2022-09-15,71.78,51.12,59.86,59.54,57.76,59.74
2022-09-16,42.89,72.66,70.8,76.01,79.36,64.4
2022-09-17,64.39,64.45,76.48,49.68,56.03,78.57
2022-09-18,67.23,75.44,55.88,62.69,41.71,57.41
2022-09-19,53.65,69.15,50.04,40.05,71.76,43.97
2022-09-20,58.67,65.88,57.64,65.06,55.01,75.11
2022-09-21,41.38,64.97,61.74,57.24,72.95,67.7
2022-09-22,49.8,63.19,79.7,54.29,75.97,52.15
2022-09-23,51.38,51.58,49.67,51.33,60.66,73.73
2022-09-24,50.2,57.3,41.98,78.42,63.77,46.11
2022-09-25,50.19,51.76,69.37,60.02,57.91,67.91
2022-09-26,54.68,44.2,59.63,53.41,62.92,49.46
2022-09-27,58.35,71.73,60.35,78.84,73.24,70.5
2022-09-28,40.38,79.23,50.27,57.56,74.22,75.53
2022-09-29,68.18,74.81,55.34,41.69,50.63,53.39
2022-09-30,61.88,61.54,72.19,46.86,58.01,55.94
2022-10-01,59.27,56.99,42.18,58.52,75.43,65.64
2022-10-02,62.8,76.15,49.65,51.41,42.8,75.12
2022-10-03,46.83,67.48,43.23,68.85,60.84,55.52
2022-10-04,77.05,42.82,79.16,47.44,53.65,55.48
2022-10-05,42.75,58.28,54.17,78.28,61.14,57.43
2022-10-06,76.62,46.8,49.46,57.29,66.08,67.28
2022-10-07,58.09,41.1,42.69,58.47,57.32,57.81
2022-10-08,77.07,67.04,67.28,55.74,70.88,64.96
2022-10-09,50.35,76.13,63.42,43.42,54.92,56.93
2022-10-10,76.11,47.81,66.04,66.88,71.35,56.3
2022-10-11,63.82,53.84,62.57,69.19,80.0,40.28
2022-10-12,55.66,68.01,56.62,41.87,72.65,56.0
2022-10-13,57.88,43.84,61.82,50.93,65.97,60.24
2022-10-14,52.85,65.91,69.32,50.68,72.69,68.5
2022-10-15,78.49,79.72,57.8,66.88,67.87,45.39
2022-10-16,69.54,76.69,77.16,63.32,49.01,67.94
2022-10-17,41.37,73.9,79.05,50.66,41.39,78.05
2022-10-18,40.27,78.84,75.3,56.07,68.29,60.11
2022-10-19,58.54,45.16,51.95,59.14,79.0,50.51
2022-10-20,58.07,74.5,77.42,47.44,43.58,52.54
2022-10-21,63.42,64.74,67.21,73.26,56.3,43.56
2022-10-22,42.02,76.24,77.27,78.76,49.19,77.94
2022-10-23,53.97,41.29,65.31,47.93,43.43,42.44
2022-10-24,79.29,65.54,61.65,58.54,65.89,65.4
2022-10-25,67.95,50.4,40.48,76.58,77.66,71.98
2022-10-26,54.91,42.05,43.12,40.78,42.23,53.69
2022-10-27,48.97,61.34,74.26,41.17,75.09,60.37
2022-10-28,65.42,48.26,70.28,61.68,62.67,53.67
2022-10-29,72.21,73.86,45.74,42.43,43.27,72.11
2022-10-30,47.49,78.46,77.76,77.92,44.17,62.69
2022-10-31,71.27,70.06,49.71,52.39,71.38,57.52
2022-11-01,76.46,72.67,69.2,40.93,54.77,69.21
2022-11-02,68.13,51.21,61.3,51.09,66.35,41.05
2022-11-03,62.33,53.07,68.74,66.05,77.87,57.03
2022-11-04,54.69,66.3,57.99,67.76,56.77,75.68
2022-11-05,53.2,68.39,49.51,48.0,61.11,49.74
2022-11-06,71.13,52.21,45.68,59.99,49.92,57.29
2022-11-07,57.95,67.39,72.38,46.06,46.66,65.45
2022-11-08,66.26,77.35,69.41,44.16,71.84,54.6
2022-11-09,74.51,45.89,43.02,69.93,52.01,72.36
2022-11-10,40.12,51.93,50.5,70.65,62.46,71.99
2022-11-11,63.59,76.5,54.38,45.53,42.8,49.43
2022-11-12,63.5,73.08,57.88,67.83,42.61,66.64
2022-11-13,79.79,56.96,46.61,49.42,71.11,67.96
2022-11-14,43.38,44.5,57.57,72.96,48.65,78.9
2022-11-15,66.28,45.64,79.43,72.06,78.5,46.22
2022-11-16,41.07,78.59,74.23,67.85,71.48,58.66
2022-11-17,70.97,75.42,49.4,66.13,64.26,72.85
2022-11-18,53.98,61.45,51.31,74.02,54.47,76.55
2022-11-19,53.72,65.07,65.82,48.11,58.57,48.82
2022-11-20,47.77,72.03,51.94,69.45,60.31,62.95
2022-11-21,57.72,40.81,57.53,57.3,62.18,47.91
2022-11-22,75.56,66.61,63.39,55.01,69.06,45.79
2022-11-23,71.78,54.13,64.43,50.48,60.45,71.24
2022-11-24,59.63,41.02,51.49,68.62,76.88,46.07
2022-11-25,43.28,71.12,51.53,73.0,48.06,44.46
2022-11-26,75.45,62.79,62.98,40.97,55.96,49.41
2022-11-27,65.59,78.89,54.12,72.17,78.05,63.41
2022-11-28,47.24,59.48,45.07,47.93,51.4,73.25
2022-11-29,43.65,68.98,79.96,71.17,40.01,41.21
2022-11-30,71.95,55.56,44.51,57.85,52.41,51.23
2022-12-01,51.97,73.49,54.33,53.56,67.11,62.05
2022-12-02,62.18,64.74,78.19,68.8,63.51,61.59
2022-12-03,40.48,46.49,55.99,62.49,50.65,47.95
2022-12-04,42.12,42.44,41.86,55.59,55.92,68.27
2022-12-05,49.07,63.06,46.52,65.17,74.8,65.88
2022-12-06,70.97,49.86,61.82,70.29,54.35,48.71
2022-12-07,77.59,65.52,75.74,60.21,41.44,57.41
2022-12-08,72.68,51.46,60.74,51.05,55.29,54.27
2022-12-09,66.35,76.93,58.35,74.71,54.14,52.58
2022-12-10,62.33,73.74,58.13,44.33,72.26,42.24
2022-12-11,52.69,47.69,64.12,42.93,47.66,49.27
2022-12-12,59.06,51.1,59.6,48.64,53.78,46.16
2022-12-13,67.67,53.83,60.63,68.36,79.24,71.75
2022-12-14,50.03,78.94,45.94,73.93,66.48,40.79
2022-12-15,42.24,56.41,63.58,40.71,68.73,44.07
2022-12-16,60.68,59.12,49.54,41.69,78.51,70.77
2022-12-17,42.33,51.96,71.08,76.19,72.43,68.62
2022-12-18,48.56,63.38,63.08,40.34,66.74,73.56
2022-12-19,46.96,70.35,54.96,47.69,52.01,53.89
2022-12-20,45.69,50.85,56.01,63.27,73.68,78.84
2022-12-21,55.78,56.47,58.48,57.24,77.87,52.17
2022-12-22,46.79,47.68,55.95,65.91,70.25,78.74
2022-12-23,44.37,51.07,51.11,76.36,77.93,66.99
2022-12-24,74.83,72.99,42.96,51.26,46.66,61.12
2022-12-25,72.34,40.42,54.19,66.28,77.11,68.06
2022-12-26,69.68,77.01,40.43,49.28,54.12,68.67
2022-12-27,41.01,68.64,40.91,47.35,64.03,47.88
2022-12-28,67.37,57.91,59.42,45.22,78.33,63.32
2022-12-29,59.35,55.09,75.88,43.34,42.54,75.21
2022-12-30,44.33,42.3,61.67,67.76,55.65,79.37
2022-12-31,73.4,79.92,78.59,73.11,41.86,46.18
2023-01-01,65.49,78.57,75.22,57.89,54.14,77.51
2023-01-02,49.62,57.02,63.28,49.37,64.13,65.76
2023-01-03,59.64,64.38,79.16,47.12,44.07,77.39
2023-01-04,43.44,46.66,56.69,53.34,49.83,40.61
2023-01-05,70.72,67.96,54.59,41.18,69.63,62.82
2023-01-06,58.64,65.24,64.8,76.08,77.27,41.26
2023-01-07,59.95,48.9,55.93,71.78,56.74,42.19
2023-01-08,63.68,47.38,41.79,42.37,43.45,50.62
2023-01-09,73.04,75.03,59.93,72.15,73.59,74.85
2023-01-10,69.22,78.11,75.59,51.79,49.88,47.55
2023-01-11,72.73,69.31,68.09,76.89,59.77,44.73
2023-01-12,56.15,42.96,65.96,62.41,74.21,75.04
2023-01-13,46.74,72.41,61.95,51.45,46.75,52.08
2023-01-14,54.63,70.82,55.05,72.28,62.66,71.29
2023-01-15,51.74,50.32,45.88,69.79,61.12,48.77
2023-01-16,45.04,77.72,57.87,42.51,73.18,41.51
2023-01-17,45.49,47.72,48.38,50.43,77.21,41.38
2023-01-18,44.43,48.36,49.87,54.11,77.78,41.46
2023-01-19,40.13,66.29,56.77,62.71,56.37,49.13
2023-01-20,52.9,69.46,58.53,57.03,79.58,47.45
2023-01-21,67.25,72.7,66.13,76.42,74.58,45.23
2023-01-22,59.96,63.16,58.81,48.78,62.14,60.88
2023-01-23,52.55,79.03,62.39,63.39,68.3,65.76
2023-01-24,52.95,41.71,51.13,62.86,70.71,66.26
2023-01-25,74.23,71.08,63.18,46.35,42.25,40.6
2023-01-26,54.1,78.9,79.26,61.2,44.12,65.78
2023-01-27,74.32,62.07,52.51,62.13,57.56,62.05
2023-01-28,60.32,66.66,51.73,74.97,70.8,68.13
2023-01-29,72.98,62.01,43.83,69.74,52.57,53.58
2023-01-30,62.58,44.35,69.18,45.26,74.48,44.18
2023-01-31,67.26,65.95,75.28,42.59,42.99,66.64
2023-02-01,51.18,69.1,76.84,77.99,71.23,78.43
2023-02-02,47.59,42.2,51.11,54.24,78.0,75.09
2023-02-03,41.78,61.57,43.5,48.73,56.4,50.9
2023-02-04,68.25,47.46,54.55,65.3,52.1,78.59
2023-02-05,49.15,73.02,45.85,68.73,56.39,50.04
2023-02-06,61.32,42.66,67.49,75.95,46.61,61.89
2023-02-07,62.19,41.05,75.16,41.11,45.05,63.7
2023-02-08,55.93,78.47,50.06,71.08,42.25,68.9
2023-02-09,58.46,63.14,78.68,47.32,44.83,50.25
2023-02-10,62.75,63.86,42.17,54.07,74.16,70.22
2023-02-11,77.08,66.87,63.61,69.66,44.22,74.37
2023-02-12,58.79,63.18,77.54,57.04,65.78,55.2
2023-02-13,66.17,51.05,70.3,61.49,63.3,79.9
2023-02-14,40.78,51.88,49.11,62.47,59.63,64.54
2023-02-15,40.33,49.67,65.53,66.87,61.97,72.42
2023-02-16,59.36,47.35,50.41,42.06,52.02,49.76
2023-02-17,41.16,67.61,44.11,49.91,40.17,47.08
2023-02-18,57.7,42.31,43.98,75.24,64.68,59.67
2023-02-19,56.98,61.38,45.57,45.83,49.92,72.14
2023-02-20,67.72,73.42,44.48,58.66,54.48,60.14
2023-02-21,66.83,54.14,68.79,40.29,49.64,70.84
2023-02-22,59.86,60.19,72.44,61.82,41.39,72.23
2023-02-23,62.37,61.92,42.23,77.87,74.68,46.02
2023-02-24,43.56,73.54,58.14,75.29,49.22,73.12
2023-02-25,76.91,46.95,61.95,48.51,48.2,48.58
2023-02-26,75.75,64.58,61.39,60.09,67.57,65.23
2023-02-27,46.0,62.8,63.94,53.69,53.61,64.48
2023-02-28,71.37,67.83,45.86,45.06,74.39,77.66
2023-03-01,65.56,63.56,58.69,69.53,60.88,65.39
2023-03-02,53.8,45.19,78.01,79.38,65.48,58.42
2023-03-03,74.98,72.81,61.44,69.96,66.96,72.62
2023-03-04,76.51,72.48,59.68,62.76,53.45,44.35
2023-03-05,42.36,74.82,61.68,54.06,50.32,60.34
2023-03-06,75.25,59.24,69.78,59.11,58.62,53.43
2023-03-07,62.3,75.84,74.46,42.6,73.05,55.62
2023-03-08,51.89,74.65,44.25,40.05,65.71,72.22
2023-03-09,71.14,52.94,43.76,64.89,73.28,40.64
2023-03-10,79.17,50.3,65.92,54.61,42.06,68.63
2023-03-11,63.95,70.09,77.81,73.4,74.42,40.75
2023-03-12,71.66,74.38,61.44,54.09,77.21,61.7
2023-03-13,73.0,48.74,70.61,77.86,71.39,67.98
2023-03-14,65.74,60.45,63.64,63.33,73.67,52.39
2023-03-15,44.05,44.05,47.27,66.01,76.19,59.48
2023-03-16,47.79,58.97,50.92,41.06,79.07,48.99
2023-03-17,60.12,74.65,70.1,42.4,64.28,61.82
2023-03-18,42.68,40.58,56.11,50.9,67.13,64.59
2023-03-19,55.09,62.75,70.56,42.91,43.52,74.59
2023-03-20,78.82,46.38,74.21,65.05,52.64,58.74
2023-03-21,47.19,54.45,49.06,45.55,51.23,50.89
2023-03-22,67.61,78.15,69.78,60.08,62.28,56.05
2023-03-23,74.12,40.36,43.05,63.02,44.01,46.5
2023-03-24,42.94,67.95,65.59,50.6,77.84,75.46
2023-03-25,72.32,65.57,65.75,74.24,77.45,59.35
2023-03-26,71.32,54.65,79.99,73.28,65.68,72.98
2023-03-27,44.04,68.14,74.04,47.29,58.63,72.42
2023-03-28,48.17,73.61,78.92,76.4,49.66,54.4
2023-03-29,68.04,61.75,65.5,48.98,43.83,43.98
2023-03-30,41.3,55.47,72.85,79.49,45.51,68.69
2023-03-31,66.23,75.31,53.53,53.36,52.7,66.93
2023-04-01,43.96,61.2,68.99,74.15,79.74,45.24
2023-04-02,79.53,69.9,45.69,53.31,73.98,76.11
2023-04-03,70.44,56.57,76.92,69.85,74.37,72.25
2023-04-04,73.65,59.95,58.15,65.16,72.49,63.22
2023-04-05,45.25,64.43,76.69,56.19,62.01,42.8
2023-04-06,45.79,42.26,40.21,44.55,47.66,68.23
2023-04-07,58.49,76.9,43.58,58.91,44.45,71.26
2023-04-08,54.63,78.48,66.9,44.45,54.66,60.02
2023-04-09,53.52,46.5,43.56,66.32,62.04,69.59
2023-04-10,48.59,62.49,40.78,59.84,70.28,56.36
2023-04-11,48.42,61.24,43.74,69.96,71.19,68.3
2023-04-12,54.84,68.01,77.48,61.6,54.74,63.22
2023-04-13,74.68,46.68,55.88,76.23,51.35,58.27
2023-04-14,62.08,70.92,55.24,65.98,73.23,52.23
2023-04-15,65.42,68.43,54.48,48.79,52.6,56.49
2023-04-16,50.96,46.52,54.22,44.16,68.48,62.06
2023-04-17,58.15,78.4,75.32,78.35,72.76,59.48
2023-04-18,70.0,77.23,50.98,45.37,64.34,46.68
2023-04-19,44.84,69.15,71.93,45.75,72.1,67.62
2023-04-20,64.33,59.39,48.23,40.11,60.4,56.0
2023-04-21,72.4,79.61,40.92,76.73,44.85,74.32
2023-04-22,54.8,64.67,60.29,46.33,79.78,54.32
2023-04-23,74.5,46.33,68.42,68.06,54.03,55.43
2023-04-24,49.92,74.27,56.26,70.81,46.99,61.14
2023-04-25,69.28,68.66,48.95,72.42,44.52,46.4
2023-04-26,68.22,54.56,60.56,62.33,63.0,57.8
2023-04-27,53.77,71.62,53.55,44.22,40.9,50.78
2023-04-28,71.16,58.41,77.24,40.29,55.13,42.44
2023-04-29,53.76,56.88,79.17,75.3,52.95,68.02
2023-04-30,60.37,56.34,42.47,49.08,43.19,44.37
2023-05-01,43.88,75.04,51.76,79.3,49.15,45.48
2023-05-02,72.27,60.83,73.24,73.84,70.52,45.96
2023-05-03,79.97,59.8,78.48,70.67,78.15,67.05
2023-05-04,77.82,42.1,55.91,44.2,43.84,64.95
2023-05-05,41.82,56.17,55.57,62.85,72.02,63.13
2023-05-06,45.45,68.95,78.72,78.79,58.5,68.15
2023-05-07,47.43,59.37,48.79,69.58,46.9,59.71
2023-05-08,42.25,42.19,76.98,50.77,50.03,59.89
2023-05-09,79.03,41.83,61.11,46.22,40.56,53.32
2023-05-10,79.28,63.4,66.14,54.27,42.96,75.91
2023-05-11,66.12,43.18,67.41,62.54,71.23,49.15
2023-05-12,40.98,53.46,68.2,50.28,61.6,51.64
2023-05-13,62.92,52.22,40.57,74.51,78.94,58.7
2023-05-14,67.42,59.98,62.1,56.56,41.47,75.34
2023-05-15,46.62,78.99,67.53,40.8,64.58,44.25
2023-05-16,43.97,77.87,46.12,75.54,41.02,61.78
2023-05-17,49.8,40.77,51.6,40.18,42.67,77.47
2023-05-18,53.32,79.05,62.05,71.24,73.11,43.39
2023-05-19,50.39,44.19,60.49,73.87,52.46,68.46
2023-05-20,45.7,69.38,57.91,57.59,40.88,47.07
2023-05-21,69.66,68.92,70.09,57.82,77.58,64.51
2023-05-22,70.22,50.31,66.66,77.94,74.53,49.27
2023-05-23,71.08,72.45,62.88,55.88,79.94,47.31
2023-05-24,67.64,54.32,49.5,46.77,79.82,64.08
2023-05-25,59.24,46.51,68.68,49.74,50.58,43.22
2023-05-26,52.23,45.55,43.61,62.29,70.87,78.75
2023-05-27,78.66,46.94,61.91,61.73,43.01,58.4
2023-05-28,72.02,59.13,55.9,53.29,66.03,76.48
2023-05-29,65.77,48.95,56.44,47.6,68.87,44.47
2023-05-30,40.65,64.16,51.62,70.9,40.57,40.85
2023-05-31,59.43,47.97,40.83,73.03,79.88,42.17
2023-06-01,64.75,62.11,78.36,74.51,47.26,52.19
2023-06-02,67.38,42.53,49.69,74.92,51.53,52.22
2023-06-03,59.8,50.75,66.82,76.15,74.9,50.39
2023-06-04,55.17,58.22,42.23,51.49,56.03,74.3
2023-06-05,74.32,79.83,74.32,48.03,61.63,76.17
2023-06-06,64.89,78.94,59.45,65.16,71.88,43.96
2023-06-07,43.33,65.41,51.8,69.6,63.02,42.69
2023-06-08,75.97,46.5,45.24,42.45,52.78,46.33
2023-06-09,62.38,63.77,68.86,58.08,58.01,65.88
2023-06-10,51.69,63.48,59.58,48.34,76.05,41.67
2023-06-11,69.95,67.05,51.28,77.29,42.71,48.33
2023-06-12,61.46,56.35,65.67,72.26,41.7,41.51
2023-06-13,73.73,64.09,45.21,56.54,49.93,75.49
2023-06-14,78.47,47.91,48.67,74.02,58.92,60.4
2023-06-15,55.74,59.06,42.86,59.1,77.11,66.77
2023-06-16,74.01,70.9,79.37,65.31,78.06,58.59
2023-06-17,51.07,44.51,70.67,70.78,54.94,50.42
2023-06-18,60.12,52.01,77.55,76.99,67.56,56.19
2023-06-19,76.73,60.38,73.23,73.79,62.08,79.07
2023-06-20,40.15,52.28,71.3,48.75,53.26,74.94
2023-06-21,46.32,65.14,52.76,64.65,70.68,69.11
2023-06-22,50.82,76.17,57.79,64.32,59.32,76.79
2023-06-23,60.25,79.07,51.25,50.26,50.31,42.68
2023-06-24,65.12,45.91,63.58,72.32,58.08,70.37
2023-06-25,64.96,65.44,76.01,76.34,50.25,51.55
2023-06-26,54.94,68.1,50.72,51.99,78.96,59.53
2023-06-27,64.7,77.76,58.86,75.59,72.15,40.82
2023-06-28,74.36,55.82,74.34,47.06,44.25,51.32
2023-06-29,77.33,47.02,58.99,51.03,48.32,44.47
2023-06-30,71.07,62.3,68.53,61.3,40.02,72.04
2023-07-01,60.71,47.85,74.0,53.48,77.44,59.71
2023-07-02,73.35,70.73,77.17,57.01,65.84,57.32
2023-07-03,68.45,77.44,68.6,49.04,50.29,41.62
2023-07-04,72.62,61.75,50.61,49.47,56.12,59.35
2023-07-05,64.75,53.53,64.04,75.58,48.85,60.57
2023-07-06,48.39,51.63,67.58,73.25,45.37,77.02
2023-07-07,76.58,40.17,40.67,41.7,69.88,46.15
2023-07-08,50.83,47.73,73.95,45.45,58.79,46.05
2023-07-09,44.48,67.85,44.63,66.14,64.17,72.98
2023-07-10,74.73,49.47,73.05,73.19,40.06,62.25
2023-07-11,72.78,52.36,51.32,55.18,57.07,79.95
2023-07-12,69.88,50.19,70.51,64.82,75.61,40.72
2023-07-13,55.15,48.1,74.29,47.31,70.47,63.61
2023-07-14,57.42,40.11,58.29,65.59,75.42,52.69
2023-07-15,69.57,46.54,51.67,57.1,77.72,55.33
2023-07-16,69.15,63.27,78.06,49.8,48.6,41.87
2023-07-17,79.41,49.97,50.91,40.3,77.92,76.57
2023-07-18,45.86,60.17,53.03,58.63,70.25,71.26
2023-07-19,45.67,56.6,40.08,74.27,51.1,78.53
2023-07-20,51.02,58.9,69.09,73.2,73.47,46.11
2023-07-21,50.15,53.6,71.74,75.11,47.67,71.17
2023-07-22,51.1,56.93,71.19,40.75,74.09,66.66
2023-07-23,66.22,45.95,72.35,59.18,76.82,68.09
2023-07-24,48.93,58.32,70.46,51.25,48.28,42.59
2023-07-25,58.49,52.18,63.71,46.93,54.2,68.02
2023-07-26,77.83,42.41,42.42,43.8,50.01,44.71
2023-07-27,58.82,58.75,41.45,50.43,45.31,46.3
2023-07-28,60.5,65.57,77.02,52.09,56.88,75.96
2023-07-29,67.02,53.74,44.95,68.24,63.04,61.52
2023-07-30,69.07,63.55,57.0,41.41,61.81,54.4
2023-07-31,40.53,71.15,65.58,66.23,70.68,67.39
2023-08-01,68.26,65.75,75.09,78.88,78.72,76.3
2023-08-02,42.76,59.88,56.89,61.34,78.82,55.11
2023-08-03,78.88,75.94,49.62,54.31,79.13,42.21
2023-08-04,42.28,65.31,73.62,64.19,65.86,79.65
2023-08-05,79.47,47.44,73.46,64.66,65.78,56.14
2023-08-06,77.68,70.76,43.37,74.94,66.58,51.98
2023-08-07,56.18,77.01,53.1,60.02,56.02,65.89
2023-08-08,55.4,77.78,56.79,47.3,41.43,69.88
2023-08-09,76.06,73.88,44.11,48.7,69.19,44.13
2023-08-10,49.74,55.93,55.51,40.91,42.04,60.32
2023-08-11,70.58,45.13,59.02,76.75,68.45,41.39
2023-08-12,54.61,40.96,73.25,44.71,56.34,65.69
2023-08-13,74.66,79.22,74.98,71.12,78.82,50.64
2023-08-14,50.66,74.47,41.47,73.68,73.28,52.63
2023-08-15,65.08,42.2,62.98,66.47,59.1,73.7
2023-08-16,55.97,40.34,50.92,53.39,68.81,56.19
2023-08-17,78.73,53.22,43.0,50.82,55.66,65.7
2023-08-18,76.94,61.08,73.1,76.31,59.05,68.95
2023-08-19,50.2,43.95,74.3,76.66,59.48,64.14
2023-08-20,69.28,47.12,75.13,50.41,51.36,46.53
2023-08-21,73.55,42.88,49.73,59.4,64.42,78.14
2023-08-22,53.98,66.57,48.74,54.02,77.45,52.16
2023-08-23,45.81,76.36,47.74,44.19,73.12,73.19
2023-08-24,41.35,75.66,48.04,75.74,73.32,75.69
2023-08-25,61.51,60.78,65.39,58.29,50.21,48.23
2023-08-26,57.8,48.83,57.02,55.79,72.98,46.64
2023-08-27,62.04,50.53,66.36,62.85,43.16,68.23
2023-08-28,55.12,68.76,49.06,53.61,40.91,78.67
2023-08-29,61.04,46.92,49.1,71.55,57.09,73.51
2023-08-30,53.2,67.67,59.0,40.3,71.14,57.38
2023-08-31,60.04,52.37,78.4,55.18,46.6,78.86
2023-09-01,55.01,58.97,59.42,56.82,79.05,50.0
2023-09-02,76.67,78.87,57.46,70.93,49.27,45.46
2023-09-03,75.8,70.14,48.13,52.41,43.49,62.48
2023-09-04,79.02,61.69,52.59,48.06,62.98,63.86
2023-09-05,51.99,46.87,63.04,43.05,45.24,54.55
2023-09-06,40.69,44.75,57.89,47.78,51.11,59.21
2023-09-07,70.91,43.81,64.46,71.9,54.63,42.24
2023-09-08,74.94,42.85,59.41,68.18,67.39,78.21
2023-09-09,45.34,79.38,62.6,57.27,59.35,73.16
2023-09-10,72.29,79.1,60.76,55.67,79.63,41.51
2023-09-11,51.18,58.4,51.6,52.52,48.57,61.55
2023-09-12,43.25,47.05,59.45,59.66,54.76,60.37
2023-09-13,73.21,68.29,63.74,72.73,45.1,46.85
2023-09-14,68.56,52.52,71.98,57.76,71.07,74.41
2023-09-15,46.06,71.09,73.22,53.88,63.36,58.16
2023-09-16,62.14,56.72,71.24,79.5,75.53,75.48
2023-09-17,77.9,63.67,61.25,59.79,40.34,77.96
2023-09-18,66.85,63.71,44.38,65.42,53.71,55.99
2023-09-19,78.57,49.62,41.64,55.67,45.03,40.14
2023-09-20,64.42,62.24,49.29,53.32,58.29,65.35
2023-09-21,54.35,55.41,60.78,45.9,53.58,72.42
2023-09-22,72.4,60.1,55.75,45.23,41.89,45.18
2023-09-23,46.77,42.2,69.53,70.59,46.83,58.61
2023-09-24,75.22,56.31,62.51,68.04,74.3,56.45
2023-09-25,42.49,72.16,68.69,75.62,48.48,44.42
2023-09-26,63.11,72.72,56.55,61.91,59.07,54.21
2023-09-27,51.87,62.43,57.58,79.98,41.04,40.97
2023-09-28,78.69,57.79,63.98,68.76,61.71,47.26
2023-09-29,60.49,73.78,41.96,69.87,57.68,42.53
2023-09-30,57.34,76.32,62.33,55.09,49.79,49.99
2023-10-01,44.03,45.72,59.27,43.14,61.61,60.56
2023-10-02,44.26,62.75,76.9,72.55,55.09,54.8
2023-10-03,79.71,55.23,41.31,48.57,52.05,71.25
2023-10-04,67.95,79.62,52.82,65.0,43.84,65.23
2023-10-05,55.16,60.87,61.47,55.47,53.16,43.22
2023-10-06,51.82,56.06,50.96,40.98,57.35,42.44
2023-10-07,54.65,48.95,58.28,46.81,71.19,77.5
2023-10-08,45.76,53.1,45.0,72.18,58.83,52.46
2023-10-09,64.63,63.72,70.12,51.94,63.19,73.0
2023-10-10,70.42,42.2,47.67,52.93,77.08,79.93
2023-10-11,50.6,76.1,55.69,41.97,62.4,41.06
2023-10-12,69.78,69.9,41.04,50.95,66.57,63.17
2023-10-13,74.75,52.83,79.35,73.04,61.63,76.15
2023-10-14,50.39,50.79,72.29,48.69,46.45,74.63
2023-10-15,41.85,61.02,68.6,64.13,69.71,44.36
2023-10-16,51.09,64.93,55.38,74.4,70.4,53.12
2023-10-17,59.87,73.15,61.62,73.14,59.36,72.49
2023-10-18,55.45,46.81,62.05,59.95,54.44,44.62
2023-10-19,66.41,78.83,68.49,74.66,41.04,42.01
2023-10-20,62.4,41.42,77.39,41.9,52.55,61.87
2023-10-21,47.82,65.68,53.5,47.92,79.8,55.41
2023-10-22,74.87,66.09,77.62,46.24,48.72,73.82
2023-10-23,70.92,79.57,42.94,51.42,54.74,41.39
2023-10-24,62.73,54.53,49.83,51.43,75.7,55.33
2023-10-25,52.61,54.32,50.06,59.02,56.47,63.06
2023-10-26,53.22,59.64,48.11,63.69,61.62,48.9
2023-10-27,74.93,74.76,51.71,65.62,49.22,54.57
2023-10-28,47.58,78.97,53.76,77.43,59.09,42.96
2023-10-29,42.52,61.01,64.0,72.41,72.15,60.31
2023-10-30,41.02,42.6,61.91,50.43,67.64,79.83
2023-10-31,78.99,47.94,67.93,43.68,67.3,44.82
2023-11-01,74.66,61.61,47.65,71.92,69.33,50.81
2023-11-02,76.91,64.73,78.34,67.1,58.26,73.82
2023-11-03,54.28,61.15,60.44,79.24,57.03,70.72
2023-11-04,55.69,50.25,70.02,58.76,75.68,44.99
2023-11-05,66.13,73.15,72.42,73.1,66.69,46.04
2023-11-06,63.02,62.56,52.35,45.59,65.82,66.31
2023-11-07,43.47,65.9,66.52,78.59,49.74,59.06
2023-11-08,69.08,44.71,49.79,43.35,58.54,53.98
2023-11-09,54.33,72.0,57.71,57.83,42.55,40.66
2023-11-10,70.37,77.84,77.39,58.48,63.04,79.37
2023-11-11,68.69,73.58,53.96,68.22,78.83,77.18
2023-11-12,58.66,48.23,69.78,45.25,42.62,41.57
2023-11-13,67.44,55.64,68.16,63.09,50.89,65.81
2023-11-14,70.0,55.89,44.08,57.1,43.59,77.48
2023-11-15,54.64,70.46,61.83,58.92,65.81,64.7
2023-11-16,70.56,71.02,49.29,55.25,63.91,43.33
2023-11-17,70.11,76.74,77.41,51.09,42.07,54.08
2023-11-18,68.08,73.01,42.42,79.19,64.18,59.52
2023-11-19,47.67,50.04,57.16,55.11,66.33,63.38
2023-11-20,48.73,56.67,75.92,75.29,63.59,65.43
2023-11-21,52.09,71.94,69.75,53.96,47.88,67.41
2023-11-22,43.2,53.05,59.21,45.6,47.46,75.03
2023-11-23,45.16,41.96,50.35,54.48,61.34,73.9
2023-11-24,46.63,72.93,75.38,72.66,44.79,63.09
2023-11-25,52.93,66.6,74.37,53.54,73.71,43.08
2023-11-26,62.26,53.82,44.74,68.19,48.21,45.98
2023-11-27,68.13,60.37,51.19,78.43,64.38,62.3
2023-11-28,46.97,77.76,52.36,70.95,62.27,77.12
2023-11-29,76.11,72.4,56.03,73.49,68.93,73.62
2023-11-30,75.17,63.47,74.59,71.47,57.29,76.47
