QueryDate,URL,MobileURL,Date,Title,Content-type: text/html; charset=utf-8
2024-02-01,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-announces-commencement-of-a-share-buyback-programme-45859481/,,2024-02-01 07:45:00,Shell announces commencement of a share buyback programme,
2024-02-02,https://punchng.com/shell-plans-23bn-dividend-for-shareholders/,https://punchng.com/shell-plans-23bn-dividend-for-shareholders/?amp,2024-02-02 05:30:00,Shell plans $23bn dividend for shareholders,
2024-02-05,https://worldoil.com/news/2024/2/4/booming-shale-production-lifts-exxon-chevron-forecasts-as-oil-and-gas-earning-season-kicks-off/,,2024-02-05 00:00:00,"Booming shale production lifts Exxon , Chevron forecasts as oil and gas earning season kicks off",
2024-02-06,https://naija247news.com/2024/02/05/shell-partners-totalenergies-eni-and-nnpc-ltd-to-construct-gas-supply-plant-in-nigeria/,,2024-02-06 01:00:00,"Shell partners TotalEnergies , Eni , and NNPC Ltd to construct gas supply plant in Nigeria",
2024-02-07,https://finance.yahoo.com/news/india-gets-cheaper-lng-qatar-084755260.html,,2024-02-07 10:00:00,India Gets Cheaper LNG From Qatar in Landmark New Supply Deal,
2024-02-08,https://www.rigzone.com/news/wire/equinor_to_pay_14b_to_investors_even_as_profit_drops-07-feb-2024-175661-article/,,2024-02-08 01:15:00,Equinor to Pay $14B to Investors Even as Profit Drops,
2024-02-09,https://finance.yahoo.com/news/marubeni-engie-weigh-singapore-senoko-010211323.html,,2024-02-09 01:45:00,"Marubeni , Engie Weigh Singapore Senoko Energy Exit , Sources Say",
2024-02-12,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-and-Corsair-ink-plastic-waste-feedstock-supply-deal-45930393/,,2024-02-12 10:00:00,Shell and Corsair ink plastic waste feedstock supply deal,
2024-02-13,https://finance.yahoo.com/quote/SHEL240216C00060000/chart,,2024-02-13 04:00:00,SHEL240216C00060000 ( SHEL240216C00060000 ) Interactive Stock Chart,
2024-02-14,https://finance.yahoo.com/news/shell-lowers-lng-growth-outlook-084503930.html,,2024-02-14 09:45:00,Shell Lowers LNG Growth Outlook as Demand set to Peak in 2040s,
2024-02-15,https://trinidadexpress.com/business/world/shell-expects-50-rise-in-global-demand-for-lng-by-2040/article_daa9afd8-cb9b-11ee-92d3-9365fab7d414.html,https://trinidadexpress.com/business/world/shell-expects-50-rise-in-global-demand-for-lng-by-2040/article_daa9afd8-cb9b-11ee-92d3-9365fab7d414.amp.html,2024-02-15 02:30:00,Shell expects 50 % rise in global demand for LNG by 2040,
2024-02-16,https://naija247news.com/2024/02/16/shell-commits-to-extending-operational-life-of-bonga-deepwater-project-in-nigeria/,,2024-02-16 05:45:00,Shell Commits to Extending Operational Life of Bonga Deepwater Project in Nigeria,
2024-02-19,https://www.rigzone.com/news/technipfmc_bags_contract_for_shells_sparta_development_in_gom-19-feb-2024-175778-article/,,2024-02-19 08:45:00,TechnipFMC Bags Contract for Shell Sparta Development in GOM,
2024-02-20,https://www.thisdaylive.com:443/index.php/2024/02/20/worlds-largest-oil-companies-rake-in-281-billion-profit,https://www.thisdaylive.com/index.php/2024/02/20/worlds-largest-oil-companies-rake-in-281-billion-profit?amp=1,2024-02-20 08:00:00,World Largest Oil Companies Rake in $281 Billion Profit,
2024-02-21,https://calgaryherald.com:443/feature/tourmaline-oil-michael-rose-canada-outstanding-ceo-of-year/wcm/46b8ca51-65d9-4fdb-9b16-10920f98a3c8,,2024-02-21 15:15:00,Canada Outstanding CEO of the Year : Tourmaline Oil Michael Rose,
2024-02-22,https://www.bnnbloomberg.ca/ecopetrol-makes-new-offshore-gas-find-while-assessing-orca-field-1.2037951,https://www.bnnbloomberg.ca/ecopetrol-makes-new-offshore-gas-find-while-assessing-orca-field-1.2037951.amp.html,2024-02-22 14:45:00,Ecopetrol Makes New Offshore Gas Find While Assessing Orca Field,
2024-02-23,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Yu-subsidiary-and-Shell-subsidiary-enter-new-structured-trading-deal-46017034/,,2024-02-23 10:45:00,Yu subsidiary and Shell subsidiary enter new structured trading deal,
2024-02-26,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Transaction-in-Own-Shares-46031367/,,2024-02-26 18:45:00,Transaction in Own Shares,
2024-02-27,https://www.globenewswire.com/news-release/2024/02/27/2835623/0/en/Bio-Lubricants-Market-Size-Projections-Indicate-a-CAGR-of-5-Envisioned-to-Attain-a-Value-of-USD-3-25-Billion-by-2033.html,,2024-02-27 03:45:00,Bio - Lubricants Market Size Projections Indicate a CAGR of,
2024-02-28,https://menafn.com/1107910111/Ahmad-Hassan-Al-Obaidly-Appointed-Acting-CEO-Of-Mowasalat,,2024-02-28 09:45:00,Ahmad Hassan Al Obaidly Appointed Acting CEO Of Mowasalat,
2024-02-29,https://menafn.com/1107911082/Syngas-Market-Size-Share-Industry-Trends-Growth-Strategies-Report-2024-2032,,2024-02-29 07:45:00,"Syngas Market Size , Share , Industry Trends , Growth Strategies & Report 2024 - 2032",
2024-03-01,https://whatech.com/og/markets-research/industrial/784505-base-oil-market-is-reaching-nearly-us-44-51-bn-by-2029,https://whatech.com/og/markets-research/industrial/784505-base-oil-market-is-reaching-nearly-us-44-51-bn-by-2029/amp,2024-03-01 06:00:00,Base Oil Market is reaching nearly US$ 44 . 51 Bn . by 2029,
2024-03-04,https://economictimes.indiatimes.com/industry/renewables/view-theres-a-gold-rush-brewing-in-green-hydrogen-it-need-to-show-results-soon/articleshow/108189183.cms,https://m.economictimes.com/industry/renewables/view-theres-a-gold-rush-brewing-in-green-hydrogen-it-need-to-show-results-soon/amp_articleshow/108189183.cms,2024-03-04 02:15:00,"View : There a gold rush brewing in green hydrogen , it need to show results soon",
2024-03-05,https://www.prnewswire.com/news-releases/global-calcined-petroleum-coke-industry-report-2024-an-8-6-billion-market-in-2023---size-share-trends-opportunities--forecasts-2019-2029--302080334.html,,2024-03-05 23:30:00,"Global Calcined Petroleum Coke Industry Report 2024 : An $8 . 6 Billion Market in 2023 - Size , Share , Trends , Opportunities , & Forecasts 2019 - 2029",
2024-03-06,https://seekingalpha.com/article/4676177-tracking-dan-loebs-third-point-portfolio-q4-2023-update,,2024-03-06 04:30:00,Tracking Dan Loeb Third Point Portfolio – Q4 2023 Update ( NYSE : SPNT ) ,
2024-03-07,https://www.brecorder.com/news/40292392/shell-pakistan-announces-financial-results-for-2023,,2024-03-07 01:30:00,Shell Pakistan announces financial results for 2023 - Business & Finance,
2024-03-08,https://www.prpeak.com/resources-agriculture/natural-gas-overtaking-forestry-as-top-contributor-to-bc-governments-resource-revenue-8412725,,2024-03-08 00:45:00,Natural gas overtaking forestry as top contributor to B . C . government resource revenue,
2024-03-11,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-Plc-Fourth-Quarter-2023-Euro-and-Gbp-Equivalent-Dividend-Payments-46137646/,,2024-03-11 07:30:00,Shell Plc Fourth Quarter 2023 Euro and Gbp Equivalent Dividend Payments,
2024-03-12,https://www.rigzone.com/news/wire/shell_gas_and_lng_veteran_to_leave_the_company-11-mar-2024-176034-article/,,2024-03-12 01:15:00,Shell Gas and LNG Veteran to Leave the Company,
2024-03-13,https://worldoil.com/news/2024/3/12/shell-considers-slowing-pace-of-carbon-emissions-cuts-as-ceo-refocuses-on-oil-and-gas/,,2024-03-13 01:15:00,Shell considers slowing pace of carbon emissions cuts as CEO refocuses on oil and gas,
2024-03-14,https://punchng.com/foreign-direct-investments-withdrawal-will-continue-in-nigeria-eiu/,https://punchng.com/foreign-direct-investments-withdrawal-will-continue-in-nigeria-eiu/?amp,2024-03-14 03:45:00,Foreign direct investments withdrawal will continue in Nigeria – EIU,
2024-03-15,https://menafn.com/1107980844/Floating-Production-Storage-And-Offloading-Market-2024-Size-Share-Trends-Outlook-Forecast-By-2032,,2024-03-15 11:30:00,"Floating Production Storage And Offloading Market 2024 , Size , Share , Trends , Outlook & Forecast By 2032",
2024-03-19,https://menafn.com/1107990053/Fuel-Cards-Market-Size-Is-Predicted-To-Reach-US-20774-Billion-By-2032-At-A-Growth-Rate-CAGR-Of-1071-Report-By-IMARC-Group,,2024-03-19 03:00:00,"Fuel Cards Market Size Is Predicted To Reach US$ 2 , 077 . 4 Billion By 2032 , At A Growth Rate ( CAGR ) Of 10 . 71 % – Report By IMARC Group",
2024-03-20,https://www.newswit.com/en/ifddtc0giy2zcsptlwu05yskzju5yyde,,2024-03-20 05:00:00,Shell publishes Energy Transition Strategy 2024,
2024-03-21,https://www.lelezard.com/en/news-21304604.html,,2024-03-21 00:15:00,INSTITUTE FOR SUPPLY MANAGEMENT® HONORS 30 UNDER 30 RISING SUPPLY CHAIN STARS,
2024-03-25,https://www.thestar.com.my/business/business-news/2024/03/25/msia-to-gain-from-robust-demand-for-lng,,2024-03-25 00:00:00,Msia to gain from robust demand for LNG,
2024-03-26,https://www.insidermonkey.com/blog/20-european-countries-with-the-best-english-accent-1279584/,https://www.insidermonkey.com/blog/20-european-countries-with-the-best-english-accent-1279584/?amp=1,2024-03-26 04:00:00,20 European Countries with the Best English Accent,
2024-03-27,https://www.livemint.com/companies/news/brookfields-big-sale-has-many-investors-interested-11711454423086.html,https://www.livemint.com/companies/news/brookfields-big-sale-has-many-investors-interested/amp-11711454423086.html,2024-03-27 01:45:00,Brookfield big sale has many investors interested,
2024-03-28,https://www.bloomberg.com/news/articles/2024-03-28/exxon-shell-chevron-stake-co2-storage-claims-in-southeast-asia,,2024-03-28 00:30:00,"Exxon , Shell , Chevron Stake CO2 Storage Claims in Southeast Asia",
2024-04-01,https://www.benzinga.com/news/earnings/24/04/38021303/fanduel-success-drives-flutter-to-seek-primary-listing-on-nyse,https://www.benzinga.com/amp/content/38021303,2024-04-01 13:30:00,"FanDuel Success Drives Flutter To Seek Primary Listing On NYSE - CRH ( NYSE : CRH ), Roundhill Sports Betting & iGaming ETF ( ARCA : BETZ ) ",
2024-04-02,https://www.rigzone.com/news/qatarenergy_now_has_over_100_lng_ships_under_construction-02-apr-2024-176267-article/,,2024-04-02 10:15:00,QatarEnergy Now Has Over 100 LNG Ships under Construction,
2024-04-03,https://theenterpriseleader.com/2024/04/03/strategiq-financial-group-llc-sells-273-shares-of-shell-plc-nyseshel.html,,2024-04-03 17:00:00,StrategIQ Financial Group LLC Sells 273 Shares of Shell plc ( NYSE : SHEL ) ,
2024-04-04,https://www.dawn.com/news/1825572,,2024-04-04 01:45:00,Local firms withdraw bid for Shell Pakistan - Newspaper,
2024-04-05,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-first-quarter-2024-update-note-46368448/,,2024-04-05 06:15:00,Shell first quarter 2024 update note,
2024-04-08,https://www.bloomberg.com/opinion/articles/2024-04-08/the-lse-losing-giants-like-shell-is-a-very-real-threat,,2024-04-08 04:30:00,The LSE Losing Giants Like Shell Is a Very Real Threat,
2024-04-09,https://www.castanetkamloops.net/news/BC/481016/New-LNG-entrant-plots-rail-shipments-in-B-C-avoiding-need-for-long-pipeline,,2024-04-09 00:30:00,"New LNG entrant plots rail shipments in B . C ., avoiding need for long pipeline - BC News",
2024-04-10,https://www.prnewswire.co.uk/news-releases/carbon-capture-and-storage-ccs-in-power-generation-market-to-reach-450-5-million-globally-by-2032-at-11-7-cagr-allied-market-research-302113013.html,,2024-04-10 11:30:00,"Carbon Capture and Storage ( CCS ) in Power Generation Market to Reach $450 . 5 Million , Globally , by 2032 at 11 . 7 % CAGR : Allied Market Research",
2024-04-11,https://www.tickerreport.com/banking-finance/11876632/barclays-reiterates-overweight-rating-for-shell-lonshel.html,,2024-04-11 06:00:00,Barclays Reiterates Overweight Rating for Shell ( LON : SHEL ) ,
2024-04-12,https://www.dailypolitical.com/2024/04/11/shell-lonshel-rating-reiterated-by-barclays.html,,2024-04-12 06:30:00,Shell ( LON : SHEL ) Rating Reiterated by Barclays,
2024-04-15,https://www.bnnbloomberg.ca/amnesty-international-urges-nigeria-to-block-shell-asset-sale-1.2058879,https://www.bnnbloomberg.ca/amnesty-international-urges-nigeria-to-block-shell-asset-sale-1.2058879.amp.html,2024-04-15 01:30:00,Amnesty International Urges Nigeria to Block Shell Asset Sale,
2024-04-16,https://www.bnnbloomberg.ca/bp-focuses-on-familiar-turf-as-its-rivals-push-new-oil-exploration-frontiers-1.2059455,https://www.bnnbloomberg.ca/bp-focuses-on-familiar-turf-as-its-rivals-push-new-oil-exploration-frontiers-1.2059455.amp.html,2024-04-16 08:00:00,BP Focuses on Familiar Turf as Its Rivals Push New Oil Exploration Frontiers,
2024-04-17,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Notice-of-2024-Annual-General-Meeting-46453767/,,2024-04-17 07:15:00,Notice of 2024 Annual General Meeting,
2024-04-18,,,,,Server: GDELT API Server 2.0
2024-04-22,https://www.bnnbloomberg.ca/five-key-charts-to-watch-in-global-commodity-markets-this-week-1.2061806,https://www.bnnbloomberg.ca/five-key-charts-to-watch-in-global-commodity-markets-this-week-1.2061806.amp.html,2024-04-22 00:45:00,Five Key Charts to Watch in Global Commodity Markets This Week,
2024-04-23,https://www.bloomberg.com/news/articles/2024-04-23/shell-totalenergies-in-talks-for-stakes-in-new-adnoc-lng-plant,,2024-04-23 07:00:00,"Shell , TotalEnergies in Talks for Stakes in New Adnoc LNG Plant",
2024-04-24,https://www.tickerreport.com/banking-finance/11923755/shell-plc-nyseshel-shares-sold-by-cutter-co-brokerage-inc.html,,2024-04-24 00:30:00,Shell plc ( NYSE : SHEL ) Shares Sold by Cutter & CO Brokerage Inc . ,
2024-04-25,https://www.dailyfx.com/forex/fundamental/article/special_report/2020/11/16/how-to-research-stocks.html,https://www.dailyfx.com/forex/fundamental/article/special_report/2020/11/16/how-to-research-stocks.html/amp,2024-04-25 04:45:00,How to Research Stocks : A Step by Step Guide,
2024-04-26,https://www.bnnbloomberg.ca/namibia-s-oil-riches-may-require-large-developments-mirroring-guyana-s-totalenergies-ceo-says-1.2065512,https://www.bnnbloomberg.ca/namibia-s-oil-riches-may-require-large-developments-mirroring-guyana-s-totalenergies-ceo-says-1.2065512.amp.html,2024-04-26 07:15:00,"Namibia Oil Riches May Require Large Developments Mirroring Guyana , TotalEnergies CEO Says",
2024-04-29,https://www.rigzone.com/news/wire/next_usa_lng_export_plant_aims_to_begin_production_in_mid2024-29-apr-2024-176566-article/,,2024-04-29 16:00:00,Next united states LNG Export Plant Aims to Begin Production in Mid - 2024,
2024-04-30,https://www.tickerreport.com/banking-finance/11947445/van-eck-associates-corp-trims-position-in-shell-plc-nyseshel.html,,2024-04-30 16:15:00,Van ECK Associates Corp Trims Position in Shell plc ( NYSE : SHEL ) ,
2024-05-01,https://www.proactiveinvestors.co.uk/companies/news/1046551/ftse-100-live-shares-make-nervous-start-to-may-ahead-of-fed-rate-call-1046551.html,,2024-05-01 16:15:00,FTSE 100 live : Shares make nervous start to May ahead of Fed rate call,
2024-05-02,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-Plc-1st-Quarter-2024-Unaudited-Results-46599462/,,2024-05-02 06:30:00,Shell Plc 1st Quarter 2024 Unaudited Results,
2024-05-03,https://www.proactiveinvestors.co.uk/companies/news/1046773/ftse-100-live-index-hits-record-above-8-200-apple-to-soar-1046773.html,,2024-05-03 13:15:00,"FTSE 100 live : Index hits record above 8 , 200 ; Apple to soar",
2024-05-06,https://trinidadexpress.com/business/local/shell-promises-more-value-less-emissions/article_f25d2cba-0b3b-11ef-afff-6b8ebc9a35c1.html,https://trinidadexpress.com/business/local/shell-promises-more-value-less-emissions/article_f25d2cba-0b3b-11ef-afff-6b8ebc9a35c1.amp.html,2024-05-06 02:00:00,"Shell promises more value , less emissions",
2024-05-07,https://beniciaindependent.com/everythings-on-fire-inside-the-nations-failure-to-safeguard-toxic-pipelines/,,2024-05-07 01:15:00,  Everything on fire : Inside the nation failure to safeguard toxic pipelines | The Benicia Independent ~ Eyes on the Environment / Benicia news & views,
2024-05-08,https://www.themarketsdaily.com/2024/05/08/shell-nyseshel-vs-txo-partners-nysetxo-head-to-head-comparison.html,,2024-05-08 08:00:00,Shell ( NYSE : SHEL ) vs . TXO Partners ( NYSE : TXO ) Head to Head Comparison,
2024-05-09,https://finance.yahoo.com/news/australia-backs-47-billion-gas-123000705.html,,2024-05-09 04:30:00,Australia Backs $47 Billion Gas Sector Role in Transition,
2024-05-10,https://www.theday.com/business/20240509/turbine-hating-trump-poses-new-threat-to-beleaguered-offshore-wind/,,2024-05-10 01:30:00,Turbine - hating Trump poses new threat to beleaguered offshore wind,
2024-05-13,https://www.oedigital.com/news/513636-chinese-companies-to-explore-iraq-oil-and-gas-fields,,2024-05-13 02:00:00,Chinese Companies to Explore Iraq Oil and Gas Fields,
2024-05-14,https://www.livemint.com/market/commodities/what-eu-sanctions-on-russian-lng-would-mean-for-global-gas-russia-ukraine-war-india-china-exports-europe-11715647453243.html,https://www.livemint.com/market/commodities/what-eu-sanctions-on-russian-lng-would-mean-for-global-gas-russia-ukraine-war-india-china-exports-europe/amp-11715647453243.html,2024-05-14 02:15:00,What EU sanctions on Russian LNG would mean for global gas,
2024-05-15,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Transaction-in-Own-Shares-46736681/,,2024-05-15 17:00:00,Transaction in Own Shares,
2024-05-16,https://www.livemint.com/companies/news/ongc-submits-non-binding-bid-to-acquire-significant-majority-stake-in-ayana-renewable-power-11715771030711.html,https://www.livemint.com/companies/news/ongc-submits-non-binding-bid-to-acquire-significant-majority-stake-in-ayana-renewable-power/amp-11715771030711.html,2024-05-16 04:15:00,ONGC enters the fray to acquire Ayana Renewable Power,
2024-05-17,https://www.bnnbloomberg.ca/europe-s-giant-bet-on-green-hydrogen-is-full-of-holes-1.2074271,https://www.bnnbloomberg.ca/europe-s-giant-bet-on-green-hydrogen-is-full-of-holes-1.2074271.amp.html,2024-05-17 06:15:00,Europe Giant Bet on Green Hydrogen is Full of Holes,
2024-05-20,https://www.globenewswire.com/news-release/2024/05/20/2885042/0/en/Transaction-in-Own-Shares.html,,2024-05-20 16:30:00,Transaction in Own Shares,
2024-05-21,https://www.bnnbloomberg.ca/exxon-shell-said-to-mull-bids-for-stake-in-galp-s-namibia-field-1.2075427,https://www.bnnbloomberg.ca/exxon-shell-said-to-mull-bids-for-stake-in-galp-s-namibia-field-1.2075427.amp.html,2024-05-21 12:15:00,"Exxon , Shell Said to Mull Bids for Stake in Galp Namibia Field",
2024-05-22,https://tribuneonlineng.com/environment-activists-protest-shells-divestment-plan/,,2024-05-22 01:45:00,Environment activists protest Shell divestment plan,
2024-05-23,https://www.tickerreport.com/banking-finance/12028937/corient-private-wealth-llc-purchases-14481-shares-of-shell-plc-nyseshel.html,,2024-05-23 13:15:00,"Corient Private Wealth LLC Purchases 14 , 481 Shares of Shell plc ( NYSE : SHEL ) ",
2024-05-24,https://www.bnnbloomberg.ca/adnoc-aramco-said-to-mull-bids-for-shell-south-africa-assets-1.2077097,https://www.bnnbloomberg.ca/adnoc-aramco-said-to-mull-bids-for-shell-south-africa-assets-1.2077097.amp.html,2024-05-24 11:15:00,"Adnoc , Aramco Said to Mull Bids for Shell South Africa Assets",
2024-05-27,https://www.wkrb13.com/2024/05/27/cantor-fitzgerald-investment-advisors-l-p-buys-shares-of-343895-shell-plc-nyseshel.html,,2024-05-27 02:30:00,"Cantor Fitzgerald Investment Advisors L . P . Buys Shares of 343 , 895 Shell plc ( NYSE : SHEL ) ",
2024-05-28,https://www.bloomberg.com/news/articles/2024-05-27/south-african-shell-bp-refinery-purchase-raises-clean-up-concern,,2024-05-28 01:00:00,South African Shell - BP Refinery Purchase Raises Clean - Up Concern,
2024-05-29,https://oilprice.com/Energy/Energy-General/Saudi-Aramco-Aims-for-Net-Zero-Without-Cutting-Oil-Production.html,https://oilprice.com/Energy/Energy-General/Saudi-Aramco-Aims-for-Net-Zero-Without-Cutting-Oil-Production.amp.html,2024-05-29 00:00:00,Saudi Aramco Aims for Net Zero Emissions Without Cutting Oil Production,
2024-05-30,https://royaldutchshellplc.com/2024/05/29/shell-slashes-jobs-in-offshore-wind-because-who-needs-clean-energy-anyway/,,2024-05-30 00:00:00,"Shell Slashes Jobs in Offshore Wind , Because Who Needs Clean Energy Anyway ? – Royal Dutch Shell Plc . com",
2024-05-31,https://worldoil.com/news/2024/5/29/conocophillips-to-acquire-marathon-oil-for-17-billion-amid-u-s-oil-and-gas-consolidation-wave/,,2024-05-31 00:45:00,ConocoPhillips to acquire Marathon Oil for $17 billion amid U . S . oil and gas consolidation wave,
2024-06-03,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Transaction-in-Own-Shares-46890500/,,2024-06-03 17:15:00,Transaction in Own Shares,
2024-06-04,https://www.theautochannel.com/news/2024/06/03/1389167-cellulosic-ethanol-market-size-is-set-to-grow-by-usd.html,,2024-06-04 02:45:00,"Cellulosic Ethanol Market size is set to grow by USD 9 . 60 billion from 2024 - 2028 , Rising food security concerns boost the market , Technavio",
2024-06-05,https://www.modernreaders.com/news/2024/06/05/peapack-gladstone-financial-corp-has-4-49-million-holdings-in-shell-plc-nyseshel.html,,2024-06-05 01:30:00,Peapack Gladstone Financial Corp Has $4 . 49 Million Holdings in Shell plc ( NYSE : SHEL ) ,
2024-06-06,https://www.bnnbloomberg.ca/namibia-s-audacious-plan-to-become-a-global-green-hydrogen-hub-1.2081749,https://www.bnnbloomberg.ca/namibia-s-audacious-plan-to-become-a-global-green-hydrogen-hub-1.2081749.amp.html,2024-06-06 05:30:00,Namibia  Audacious Plan to Become a Global Green Hydrogen Hub,
2024-06-07,https://royaldutchshellplc.com/2024/06/07/shells-generosity-funding-air-monitors-to-track-their-own-pollution/,,2024-06-07 16:15:00,Shell Generosity : Funding Air Monitors to Track Their Own Pollution – Royal Dutch Shell Plc . com,
2024-06-10,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-plc-First-Quarter-2024-Euro-and-GBP-Equivalent-Dividend-Payments-46936544/,,2024-06-10 06:30:00,Shell plc First Quarter 2024 Euro and GBP Equivalent Dividend Payments,
2024-06-11,https://finance.yahoo.com/news/venture-global-must-share-confidential-234842461.html,,2024-06-11 01:15:00,Venture Global Must Share Confidential Reports in LNG Spat,
2024-06-12,https://www.modernreaders.com/news/2024/06/12/true-wealth-design-llc-sells-674-shares-of-shell-plc-nyseshel.html,,2024-06-12 01:30:00,True Wealth Design LLC Sells 674 Shares of Shell plc ( NYSE : SHEL ) ,
2024-06-13,https://www.modernreaders.com/news/2024/06/13/shell-plc-nyseshel-shares-sold-by-concentric-wealth-management-llc.html,,2024-06-13 01:30:00,Shell plc ( NYSE : SHEL ) Shares Sold by Concentric Wealth Management LLC,
2024-06-14,https://www.themarketsdaily.com/2024/06/14/shell-plc-nyseshel-shares-purchased-by-pettyjohn-wood-white-inc.html,,2024-06-14 05:15:00,Shell plc ( NYSE : SHEL ) Shares Purchased by Pettyjohn Wood & White Inc . ,
2024-06-17,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Transaction-in-Own-Shares-46987119/,,2024-06-17 16:15:00,Transaction in Own Shares,
2024-06-18,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-Signs-Agreement-To-Acquire-Pavilion-Energy-46990812/,,2024-06-18 06:45:00,Shell Signs Agreement To Acquire Pavilion Energy,
2024-06-19,https://oilprice.com/Alternative-Energy/Solar-Energy/Is-Big-Solar-Beating-Big-Oil-in-2024.html,https://oilprice.com/Alternative-Energy/Solar-Energy/Is-Big-Solar-Beating-Big-Oil-in-2024.amp.html,2024-06-19 02:15:00,Is Big Solar Beating Big Oil in 2024 ? ,
2024-06-20,https://www.bnnbloomberg.ca/china-s-lng-boom-threatened-by-growing-menu-of-alternative-fuels-1.2087279,https://www.bnnbloomberg.ca/china-s-lng-boom-threatened-by-growing-menu-of-alternative-fuels-1.2087279.amp.html,2024-06-20 01:30:00,China LNG Boom Threatened by Growing Menu of Alternative Fuels,
2024-06-21,https://www.bnnbloomberg.ca/woodside-says-still-focused-on-new-energy-after-leadership-tweak-1.2087870,https://www.bnnbloomberg.ca/woodside-says-still-focused-on-new-energy-after-leadership-tweak-1.2087870.amp.html,2024-06-21 06:30:00,Woodside Says Still Focused on New Energy After Leadership Tweak,
2024-06-24,https://www.dailymirror.lk/breaking-news/Fuel-pricing-Consumers-in-lurch-without-competitive-reductions/108-285544,https://www.dailymirror.lk/amp/breaking-news/Fuel-pricing-Consumers-in-lurch-without-competitive-reductions/108-285544,2024-06-24 07:15:00,Fuel pricing : Consumers in lurch without competitive reductions - Breaking News,
2024-06-25,https://www.ghanaweb.com/GhanaHomePage/entertainment/See-the-positives-under-Nana-Addo-Bawumia-govt-too-Prince-David-Osei-to-Ghanaians-1937134,https://mobile.ghanaweb.com/GhanaHomePage/entertainment/See-the-positives-under-Nana-Addo-Bawumia-govt-too-Prince-David-Osei-to-Ghanaians-1937134,2024-06-25 03:15:00,"See the positives under Nana Addo , Bawumia govt too - Prince David Osei to Ghanaians",
2024-06-26,https://www.finanznachrichten.de/nachrichten-2024-06/62584903-shell-to-build-carbon-capture-and-storage-projects-in-canada-008.htm,,2024-06-26 11:30:00,Shell to build carbon capture and storage projects in Canada,
2024-06-27,https://www.thespec.com/business/shell-going-ahead-with-canadian-carbon-capture-and-storage-project/article_771e9da8-2cf9-5831-92d6-7593c0dd1677.html,,2024-06-27 00:15:00,Shell going ahead with Canadian carbon capture and storage project,
2024-06-28,https://brudirect.com/news.php?id=188932,,2024-06-28 02:00:00,BSP and BSM Board of Director Meeting | Brunei No . 1 News Website,
2024-07-01,https://www.modernreaders.com/news/2024/07/01/steelpeak-wealth-llc-increases-holdings-in-shell-plc-nyseshel.html,,2024-07-01 04:45:00,SteelPeak Wealth LLC Increases Holdings in Shell plc ( NYSE : SHEL ) ,
2024-07-02,https://www.proactiveinvestors.com/companies/news/1051001/shell-calls-halt-on-rotterdam-green-fuel-facility-1051001.html,,2024-07-02 10:30:00,Shell calls halt on Rotterdam green fuel facility,
2024-07-03,https://www.rigzone.com/news/wire/totalenergies_plans_to_quit_south_african_offshore_gas_finds-02-jul-2024-177276-article/,,2024-07-03 02:45:00,TotalEnergies Plans to Quit South African Offshore Gas Finds,
2024-07-04,https://www.wkrb13.com/2024/07/04/eg-advisors-lp-sells-400-shares-of-shell-plc-nyseshel.html,,2024-07-04 02:30:00,E & G Advisors LP Sells 400 Shares of Shell plc ( NYSE : SHEL ) ,
2024-07-05,https://www.swissinfo.ch/eng/beryl-pushes-toward-mexicos-yucatan-with-hurricane-force-winds/82712568,,2024-07-05 00:15:00,Beryl Pushes Toward Mexico Yucatan With Hurricane - Force Winds,
2024-07-08,https://www.theaustralian.com.au/author/saul-kavonic?nk=cb60a78c51b4b23e018b5c5b8ce17055-1720431129,,2024-07-08 09:45:00,Saul Kavonic | The Australian,
2024-07-09,https://economictimes.indiatimes.com/small-biz/sustainability/a-giant-carbon-dump-gives-glimpse-into-net-zero-future/articleshow/111594811.cms,https://m.economictimes.com/small-biz/sustainability/a-giant-carbon-dump-gives-glimpse-into-net-zero-future/amp_articleshow/111594811.cms,2024-07-09 05:00:00,A giant carbon dump gives glimpse into net - zero future,
2024-07-10,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-and-BP-to-invest-in-Ruwais-LNG-project-in-Abu-Dhabi-47352203/,,2024-07-10 11:45:00,Shell and BP to invest in Ruwais LNG project in Abu Dhabi,
2024-07-11,https://www.stabroeknews.com/2024/07/11/news/regional/trinidad/shell-greenlights-trinidad-manatee-project/,,2024-07-11 07:45:00,Shell greenlights Trinidad Manatee project,
