date,AAPL,MSFT,AMZN,TSLA,GOOGL,S&P500
2022-09-11,72.65,78.02,53.36,55.54,78.5,79.81
2022-09-12,79.28,63.93,73.94,60.42,43.96,51.93
2022-09-13,45.31,53.23,44.54,64.88,50.05,52.93
2022-09-14,78.23,47.61,57.52,52.19,54.11,69.4
2022-09-15,48.57,62.42,65.34,63.45,64.48,68.21
2022-09-16,45.48,46.47,66.62,42.37,61.92,58.28
2022-09-17,64.06,53.19,59.28,73.45,64.3,55.06
2022-09-18,73.48,57.5,50.09,52.89,49.56,47.98
2022-09-19,56.02,60.81,69.04,74.37,43.37,65.69
2022-09-20,61.51,43.51,45.26,42.12,74.43,44.92
2022-09-21,62.05,49.61,44.81,58.03,45.06,75.38
2022-09-22,51.13,43.33,68.67,58.29,55.67,79.98
2022-09-23,63.93,75.79,60.48,58.53,50.82,70.14
2022-09-24,66.01,51.36,45.36,59.41,59.23,56.11
2022-09-25,76.73,45.41,67.32,51.22,68.34,42.59
2022-09-26,79.29,76.42,49.1,74.67,62.71,78.81
2022-09-27,60.3,46.29,75.31,53.1,42.7,63.32
2022-09-28,54.74,70.57,64.76,77.17,60.34,52.65
2022-09-29,40.86,54.31,55.67,46.89,41.2,75.79
2022-09-30,67.41,69.78,60.13,79.56,52.02,52.85
2022-10-01,73.82,61.2,53.96,50.26,74.68,50.7
2022-10-02,47.36,52.34,46.09,66.02,55.31,79.11
2022-10-03,49.94,68.19,51.54,74.64,73.97,59.48
2022-10-04,56.5,45.14,76.06,59.21,73.35,51.15
2022-10-05,64.98,62.36,47.38,78.79,59.96,66.02
2022-10-06,49.46,73.29,55.84,48.3,50.33,44.31
2022-10-07,75.69,41.51,54.19,53.69,60.24,59.62
2022-10-08,65.17,50.97,74.64,68.51,60.18,68.78
2022-10-09,67.19,57.2,76.54,63.61,71.18,45.07
2022-10-10,64.23,62.71,53.96,71.84,41.44,63.73
2022-10-11,51.13,54.17,55.6,60.97,63.94,55.63
2022-10-12,43.32,60.03,49.6,51.15,68.85,58.84
2022-10-13,76.09,57.72,72.55,77.23,49.62,48.35
2022-10-14,75.54,42.57,42.05,50.98,58.84,73.4
2022-10-15,61.96,51.49,57.9,47.43,75.1,50.78
2022-10-16,72.79,50.4,55.87,57.9,59.42,56.77
2022-10-17,78.27,44.76,77.18,61.91,53.61,69.29
2022-10-18,69.74,66.7,65.77,60.23,49.23,59.95
2022-10-19,56.14,78.92,61.51,47.7,47.3,58.56
2022-10-20,61.72,64.94,75.24,62.51,71.63,45.88
2022-10-21,79.35,62.06,72.15,52.65,53.97,51.74
2022-10-22,50.97,65.04,62.57,73.7,52.42,76.32
2022-10-23,53.37,62.12,72.93,76.18,53.01,68.62
2022-10-24,66.01,58.03,67.68,65.08,42.36,76.89
2022-10-25,66.8,74.41,56.37,74.36,68.63,78.17
2022-10-26,71.76,68.67,49.98,51.08,54.32,62.8
2022-10-27,65.6,78.52,62.31,69.33,46.77,52.41
2022-10-28,79.42,67.13,74.39,64.53,68.67,74.28
2022-10-29,71.72,43.03,45.35,72.05,55.18,68.44
2022-10-30,48.18,58.68,57.28,48.6,70.34,65.81
2022-10-31,64.26,64.37,55.65,78.55,63.78,74.35
2022-11-01,67.19,49.14,74.93,53.64,67.55,65.67
2022-11-02,55.36,62.19,41.01,57.34,72.69,69.36
2022-11-03,54.04,55.92,54.83,69.88,53.07,63.34
2022-11-04,66.49,65.29,41.26,78.22,60.56,68.49
2022-11-05,73.13,60.55,75.06,50.32,63.65,45.53
2022-11-06,68.43,78.04,74.75,66.9,51.87,65.7
2022-11-07,44.07,51.04,52.77,75.21,63.34,67.81
2022-11-08,63.91,41.98,77.29,73.33,40.28,64.6
2022-11-09,76.05,66.14,73.57,64.46,76.64,44.54
2022-11-10,79.96,66.74,45.58,63.38,53.36,53.56
2022-11-11,79.07,71.85,73.08,68.45,64.74,60.41
2022-11-12,78.27,66.83,50.89,76.75,53.23,55.79
2022-11-13,51.24,79.95,71.72,69.68,64.53,56.22
2022-11-14,69.7,69.39,71.08,62.76,65.48,52.71
2022-11-15,76.28,50.46,61.69,42.37,47.05,61.17
2022-11-16,75.9,47.67,69.7,67.02,52.91,42.09
2022-11-17,44.42,53.57,48.55,69.39,49.53,43.0
2022-11-18,76.88,79.12,44.09,62.97,65.16,75.94
2022-11-19,65.55,64.71,79.83,60.05,75.74,78.54
2022-11-20,58.11,72.8,41.58,64.38,55.56,78.17
2022-11-21,64.49,75.89,51.48,64.79,53.63,61.43
2022-11-22,57.31,51.09,58.45,76.85,48.08,63.63
2022-11-23,75.75,49.5,52.53,55.16,46.93,44.3
2022-11-24,77.25,56.6,70.2,56.57,53.71,69.38
2022-11-25,68.68,41.46,43.37,73.9,66.8,72.03
2022-11-26,61.38,49.17,68.37,68.57,49.23,73.95
2022-11-27,70.39,49.87,46.22,54.93,74.03,77.89
2022-11-28,65.22,67.4,60.29,49.6,79.16,60.19
2022-11-29,79.73,61.91,46.6,65.29,49.82,48.86
2022-11-30,57.36,59.79,48.19,58.24,55.44,42.65
2022-12-01,46.87,66.02,73.77,60.97,71.32,41.63
2022-12-02,77.19,74.07,43.95,73.52,49.68,75.47
2022-12-03,42.25,54.09,46.14,78.88,70.98,58.8
2022-12-04,68.96,78.02,62.87,65.58,64.7,53.37
2022-12-05,44.87,61.73,75.87,68.05,73.69,50.48
2022-12-06,60.35,61.51,40.04,42.56,62.11,54.85
2022-12-07,42.96,70.56,46.83,75.08,63.64,47.38
2022-12-08,57.06,46.03,79.94,44.0,66.4,55.62
2022-12-09,67.13,51.2,48.68,41.71,47.34,53.44
2022-12-10,76.14,77.07,53.58,59.01,42.61,53.35
2022-12-11,78.04,66.43,43.08,78.68,53.39,67.26
2022-12-12,76.13,75.79,51.36,44.6,70.86,53.1
2022-12-13,43.53,79.23,66.32,77.07,51.07,71.31
2022-12-14,54.04,55.88,42.48,70.17,53.65,72.82
2022-12-15,75.7,67.98,52.97,69.5,55.19,41.98
2022-12-16,79.39,71.75,60.62,70.31,63.65,50.43
2022-12-17,41.26,41.73,47.28,78.88,73.36,61.55
2022-12-18,58.98,41.54,57.92,59.4,53.13,54.63
2022-12-19,79.01,57.34,67.06,68.06,45.93,74.07
2022-12-20,40.59,52.55,78.07,64.06,78.38,74.67
2022-12-21,55.65,48.85,54.39,42.57,54.04,73.44
2022-12-22,72.02,69.41,40.37,64.85,75.7,79.54
2022-12-23,79.58,78.39,72.12,66.94,58.9,71.35
2022-12-24,71.69,67.86,55.75,73.82,69.86,51.46
2022-12-25,69.47,40.39,54.27,74.43,75.73,54.31
2022-12-26,75.1,72.96,53.1,41.28,61.82,75.09
2022-12-27,59.32,54.98,69.26,55.91,76.94,44.07
2022-12-28,48.94,58.89,67.96,67.43,67.13,49.4
2022-12-29,56.67,48.51,71.58,50.85,70.36,53.81
2022-12-30,42.73,60.89,40.84,48.79,73.28,63.63
2022-12-31,46.14,67.95,69.57,54.3,77.86,43.11
2023-01-01,72.64,78.56,46.48,62.51,40.7,79.61
2023-01-02,49.5,75.54,42.0,68.14,50.93,53.22
2023-01-03,68.43,61.85,57.84,66.58,45.96,68.08
2023-01-04,70.64,45.76,68.09,50.69,75.0,77.79
2023-01-05,77.9,55.51,59.7,69.43,49.13,66.95
2023-01-06,68.22,42.45,51.58,56.7,69.25,43.35
2023-01-07,64.54,51.86,78.84,61.37,53.53,54.21
2023-01-08,40.73,72.68,72.38,73.03,60.92,40.37
2023-01-09,46.04,79.01,57.02,66.66,69.08,47.41
2023-01-10,51.24,41.13,49.32,72.63,79.25,57.85
2023-01-11,62.31,45.61,65.28,69.39,76.74,55.92
2023-01-12,75.75,42.69,42.39,52.53,40.58,65.03
2023-01-13,46.62,67.79,54.93,70.22,74.31,47.51
2023-01-14,41.69,55.33,54.96,65.62,61.42,40.26
2023-01-15,48.6,41.96,73.88,65.55,64.27,61.5
2023-01-16,79.21,61.73,61.54,59.39,50.6,43.19
2023-01-17,45.53,52.39,77.55,75.77,47.62,43.46
2023-01-18,66.03,66.5,50.21,59.38,49.06,61.92
2023-01-19,56.77,55.9,58.3,75.69,41.85,76.06
2023-01-20,58.52,65.63,77.88,58.39,42.81,73.28
2023-01-21,60.35,79.39,48.14,78.73,49.62,66.88
2023-01-22,76.03,72.59,64.93,48.27,43.68,56.82
2023-01-23,74.43,52.75,47.03,71.49,72.54,65.84
2023-01-24,52.07,49.69,47.37,43.74,68.87,51.49
2023-01-25,74.72,51.55,40.19,54.28,50.54,58.86
2023-01-26,59.31,42.91,54.01,71.04,43.18,40.09
2023-01-27,47.45,79.35,72.69,61.65,56.84,57.07
2023-01-28,47.1,59.25,41.09,62.8,48.98,48.5
2023-01-29,48.27,66.69,43.08,74.88,59.44,40.25
2023-01-30,43.29,47.94,75.95,63.37,45.85,79.05
2023-01-31,77.45,79.33,45.17,58.92,71.86,76.36
2023-02-01,62.61,40.8,77.3,40.71,50.91,74.48
2023-02-02,40.57,72.13,52.24,46.55,73.75,64.3
2023-02-03,65.07,59.11,68.95,68.88,52.24,55.65
2023-02-04,42.17,76.39,49.8,75.09,69.02,53.83
2023-02-05,40.0,62.52,52.26,64.22,59.09,74.98
2023-02-06,65.58,70.67,65.71,73.52,62.11,64.21
2023-02-07,72.91,58.18,57.65,53.13,64.35,61.86
2023-02-08,60.73,66.37,79.09,52.73,49.19,54.62
2023-02-09,43.56,46.41,72.01,60.14,51.36,52.29
2023-02-10,56.16,40.54,60.83,60.42,46.83,65.36
2023-02-11,72.3,54.23,61.76,73.23,65.29,65.09
2023-02-12,73.85,57.28,68.69,76.69,76.95,50.06
2023-02-13,54.18,46.29,78.02,52.58,49.07,50.48
2023-02-14,74.3,72.85,70.65,66.23,49.27,73.61
2023-02-15,54.69,53.07,70.73,61.32,60.92,65.62
2023-02-16,45.77,55.54,43.0,56.69,65.05,53.74
2023-02-17,71.44,66.63,49.14,49.11,63.41,49.8
2023-02-18,71.34,72.2,46.74,68.79,64.17,71.32
2023-02-19,77.71,76.82,54.05,64.85,57.61,49.1
2023-02-20,79.97,44.16,76.38,45.84,42.85,52.74
2023-02-21,68.1,75.09,62.43,76.57,41.95,71.53
2023-02-22,53.37,56.9,52.48,76.71,76.0,74.51
2023-02-23,46.28,40.18,72.39,59.61,66.67,69.35
2023-02-24,56.17,59.12,56.49,55.29,47.88,49.59
2023-02-25,62.08,68.43,45.89,57.08,49.9,56.28
2023-02-26,53.55,75.82,65.86,71.8,45.59,54.81
2023-02-27,75.37,77.61,68.31,67.07,50.65,45.75
2023-02-28,62.71,46.55,67.78,49.61,70.54,57.9
2023-03-01,77.47,79.61,74.51,73.21,75.73,56.88
2023-03-02,47.77,76.0,70.6,51.99,50.2,49.79
2023-03-03,69.73,40.46,50.01,48.73,64.84,60.97
2023-03-04,46.4,63.12,63.42,75.05,71.05,76.06
2023-03-05,69.74,72.61,47.37,59.5,78.25,44.71
2023-03-06,55.17,47.25,53.04,68.32,43.96,56.61
2023-03-07,44.81,72.02,75.26,48.97,43.43,67.02
2023-03-08,64.29,53.41,77.34,63.41,66.85,54.52
2023-03-09,77.2,53.03,43.8,55.12,69.28,60.12
2023-03-10,49.22,45.08,73.06,54.6,76.11,58.24
2023-03-11,64.19,46.86,45.52,48.16,43.43,74.09
2023-03-12,58.87,52.5,40.43,58.54,65.58,41.67
2023-03-13,73.51,69.32,67.21,43.73,65.31,53.72
2023-03-14,59.85,68.28,61.97,70.25,42.89,58.57
2023-03-15,76.79,64.67,64.13,57.06,52.78,73.64
2023-03-16,44.69,67.86,53.31,75.1,44.27,54.1
2023-03-17,56.63,42.83,60.66,52.21,47.9,50.48
2023-03-18,58.61,61.95,76.37,47.39,54.36,45.66
2023-03-19,67.07,44.78,74.13,64.87,68.75,47.57
2023-03-20,46.34,60.49,57.31,77.04,70.2,50.3
2023-03-21,56.62,43.72,54.5,56.53,56.22,55.81
2023-03-22,54.2,42.34,47.14,54.53,52.15,46.84
2023-03-23,78.19,63.43,75.05,74.03,48.56,63.26
2023-03-24,71.42,69.62,56.12,59.99,67.79,52.91
2023-03-25,63.37,45.56,79.41,70.58,72.3,43.89
2023-03-26,68.08,62.93,62.28,51.61,46.63,44.37
2023-03-27,44.48,50.13,79.79,50.29,70.04,67.55
2023-03-28,58.73,47.27,70.62,64.93,46.26,44.05
2023-03-29,54.2,57.63,63.66,41.96,61.3,64.33
2023-03-30,46.56,42.56,45.44,42.34,76.28,55.7
2023-03-31,43.3,76.93,43.73,66.87,45.42,54.08
2023-04-01,57.68,52.5,74.67,67.89,57.36,62.41
2023-04-02,76.38,57.24,53.13,46.3,53.92,56.34
2023-04-03,44.05,53.48,61.31,76.79,76.23,42.54
2023-04-04,65.63,42.67,60.26,64.55,63.81,47.42
2023-04-05,49.08,41.27,47.18,58.93,64.26,50.97
2023-04-06,74.53,42.67,44.97,79.5,43.03,79.07
2023-04-07,75.35,53.7,65.15,44.33,60.58,78.07
2023-04-08,79.17,74.17,55.39,60.41,49.05,50.22
2023-04-09,59.5,67.98,76.78,63.4,41.56,40.96
2023-04-10,71.08,68.8,63.09,72.52,69.87,40.64
2023-04-11,75.2,46.54,48.89,61.82,51.11,47.83
2023-04-12,65.24,45.41,51.79,68.73,65.09,62.98
2023-04-13,52.8,44.36,45.23,58.88,52.16,73.31
2023-04-14,54.41,45.34,66.96,52.11,74.16,45.29
2023-04-15,57.84,67.55,47.44,53.33,75.22,40.46
2023-04-16,79.54,54.58,43.43,42.92,73.68,79.49
2023-04-17,75.05,50.94,49.44,50.43,71.91,78.73
2023-04-18,53.48,68.56,72.39,71.96,43.08,58.04
2023-04-19,43.43,44.49,63.36,69.13,68.34,60.43
2023-04-20,72.93,62.78,49.9,54.48,60.95,59.7
2023-04-21,56.98,61.03,77.53,52.42,59.91,52.61
2023-04-22,78.9,59.58,63.61,40.28,77.24,79.5
2023-04-23,48.43,61.05,56.04,42.5,52.7,58.47
2023-04-24,56.64,67.81,76.52,58.73,72.89,69.65
2023-04-25,69.54,54.47,68.07,75.57,79.98,57.43
2023-04-26,46.42,71.39,70.89,74.86,69.3,62.4
2023-04-27,74.89,79.11,50.07,59.54,46.28,65.78
2023-04-28,42.08,50.07,44.9,70.32,43.48,43.25
2023-04-29,77.22,53.59,44.08,57.41,41.94,78.97
2023-04-30,41.79,77.91,54.58,76.18,64.62,41.11
2023-05-01,49.32,44.03,69.9,64.1,51.79,46.38
2023-05-02,50.4,61.94,42.78,63.51,72.6,59.76
2023-05-03,50.88,52.13,65.91,40.9,56.05,78.41
2023-05-04,41.71,66.16,51.56,70.98,71.15,61.39
2023-05-05,53.07,77.97,79.57,57.84,75.64,48.43
2023-05-06,59.98,60.73,57.36,54.19,41.61,47.85
2023-05-07,60.84,43.86,49.74,44.5,66.6,61.55
2023-05-08,72.09,40.89,69.45,66.15,66.56,63.73
2023-05-09,50.79,68.61,67.8,59.35,73.44,57.51
2023-05-10,48.96,46.32,72.17,47.52,53.92,64.83
2023-05-11,64.4,50.93,44.72,41.02,78.61,77.92
2023-05-12,53.65,70.32,40.05,43.18,42.49,78.1
2023-05-13,51.57,69.97,73.91,60.73,62.29,50.58
2023-05-14,54.57,43.17,48.43,53.69,58.58,64.21
2023-05-15,75.64,69.33,59.2,70.15,45.23,67.79
2023-05-16,57.07,45.55,60.29,52.69,46.12,61.13
2023-05-17,73.7,53.14,48.93,48.34,72.68,67.51
2023-05-18,75.8,69.57,69.88,40.21,53.09,48.94
2023-05-19,70.66,43.19,42.06,48.92,79.07,43.72
2023-05-20,43.44,62.76,70.26,57.46,79.14,79.03
2023-05-21,50.09,48.21,66.72,68.6,68.19,74.97
2023-05-22,57.32,64.34,73.03,54.58,48.78,40.77
2023-05-23,40.14,72.45,54.28,53.55,52.49,67.58
2023-05-24,50.83,65.52,42.0,46.45,52.18,59.38
2023-05-25,67.76,79.87,45.31,64.21,76.68,70.36
2023-05-26,73.43,67.95,53.66,57.86,61.6,46.52
2023-05-27,79.72,49.35,77.59,40.69,56.96,48.25
2023-05-28,58.56,44.97,76.44,48.68,53.13,63.27
2023-05-29,53.3,77.65,76.41,56.36,62.96,49.41
2023-05-30,70.92,75.51,67.14,74.26,77.16,79.65
2023-05-31,41.06,77.74,51.47,71.07,59.62,54.25
2023-06-01,44.38,61.3,43.36,50.39,78.65,68.65
2023-06-02,71.45,61.57,48.67,72.93,65.42,46.72
2023-06-03,63.65,77.87,52.77,63.09,66.25,43.17
2023-06-04,56.28,72.94,45.97,52.4,74.47,75.06
2023-06-05,62.54,56.5,51.97,61.81,70.38,44.86
2023-06-06,58.2,49.02,78.73,43.6,44.15,59.85
2023-06-07,64.76,45.3,41.34,60.34,40.38,58.02
2023-06-08,70.16,77.43,71.17,49.38,47.65,48.09
2023-06-09,48.13,71.09,75.36,79.87,55.8,62.26
2023-06-10,40.77,60.39,68.13,44.17,71.27,56.31
2023-06-11,50.15,72.9,46.69,58.31,68.82,50.22
2023-06-12,74.22,75.44,69.3,65.66,66.23,61.27
2023-06-13,42.82,43.18,73.67,63.82,44.11,59.24
2023-06-14,72.89,78.94,73.32,65.52,52.72,72.55
2023-06-15,54.43,48.62,41.73,70.57,53.95,68.87
2023-06-16,71.55,58.8,75.44,58.48,64.24,60.47
2023-06-17,76.29,78.5,78.47,75.21,73.2,52.43
2023-06-18,57.02,66.01,41.72,73.76,43.01,77.67
2023-06-19,75.12,57.77,64.39,43.32,40.55,47.94
2023-06-20,45.88,65.04,48.2,49.35,66.4,76.86
2023-06-21,77.7,44.18,43.93,66.77,65.47,52.49
2023-06-22,79.26,73.97,67.96,79.92,73.86,44.24
2023-06-23,52.36,61.18,64.46,60.45,49.63,63.26
2023-06-24,46.88,54.65,44.38,74.85,42.65,60.74
2023-06-25,55.89,45.5,71.58,79.71,73.96,66.75
2023-06-26,51.86,55.72,43.31,42.17,41.15,77.73
2023-06-27,43.01,65.91,57.59,50.99,46.9,66.68
2023-06-28,42.43,58.35,63.45,63.32,74.58,50.19
2023-06-29,78.19,78.62,47.89,49.79,54.0,64.98
2023-06-30,61.32,49.38,69.1,54.44,43.45,58.88
2023-07-01,66.35,74.69,44.32,73.72,49.45,45.26
2023-07-02,47.92,42.37,78.54,63.83,62.22,77.11
2023-07-03,45.01,51.42,75.17,66.75,58.11,64.34
2023-07-04,57.56,58.13,78.7,67.91,70.17,57.32
2023-07-05,72.45,52.02,49.06,79.24,42.25,58.91
2023-07-06,65.65,41.91,42.39,40.88,58.26,70.79
2023-07-07,63.87,76.01,65.48,72.15,76.94,42.43
2023-07-08,66.34,79.32,53.47,41.43,56.7,48.09
2023-07-09,77.08,51.45,40.85,45.01,72.95,51.4
2023-07-10,51.56,70.39,52.59,67.89,74.03,43.59
2023-07-11,74.41,42.25,57.5,51.03,77.64,52.32
2023-07-12,62.59,69.37,55.82,66.26,42.13,50.45
2023-07-13,44.12,44.02,60.31,69.23,49.55,40.07
2023-07-14,62.6,50.28,44.96,41.36,45.58,78.72
2023-07-15,43.21,46.74,49.8,66.48,78.3,65.8
2023-07-16,62.01,64.17,56.6,52.97,43.94,46.51
2023-07-17,74.87,56.91,54.55,76.84,62.75,44.75
2023-07-18,50.32,68.48,77.12,55.74,48.49,55.74
2023-07-19,60.81,74.79,55.87,41.7,54.4,73.09
2023-07-20,66.11,49.05,64.56,40.41,56.53,44.07
2023-07-21,73.64,78.5,66.42,71.73,52.92,69.08
2023-07-22,47.29,60.09,67.8,45.2,53.79,76.24
2023-07-23,79.31,54.61,57.63,58.56,68.59,65.2
2023-07-24,42.07,70.3,42.02,62.53,58.04,58.37
2023-07-25,76.15,41.09,41.97,75.39,70.29,61.84
2023-07-26,68.98,63.71,73.98,55.69,41.37,46.83
2023-07-27,67.05,41.7,74.35,54.27,44.45,41.34
2023-07-28,69.48,40.36,68.52,49.13,58.12,73.66
2023-07-29,53.78,76.94,64.52,44.91,51.79,54.59
2023-07-30,65.35,79.49,51.93,54.09,53.99,59.37
2023-07-31,62.98,79.8,46.54,64.94,58.76,75.23
2023-08-01,66.41,57.93,61.89,59.8,68.14,73.17
2023-08-02,58.35,78.17,68.69,56.79,41.05,71.16
2023-08-03,75.34,50.41,41.59,40.96,61.13,42.51
2023-08-04,78.26,49.27,65.37,75.55,63.84,72.2
2023-08-05,50.47,79.84,69.35,68.69,67.49,62.94
2023-08-06,71.49,41.91,49.86,56.48,43.03,55.5
2023-08-07,51.05,62.08,52.04,59.35,58.19,48.29
2023-08-08,50.11,44.25,40.44,79.42,48.2,75.94
2023-08-09,41.46,49.74,62.76,66.1,74.04,50.77
2023-08-10,58.33,64.81,66.49,53.28,68.39,42.61
2023-08-11,65.78,63.49,64.69,44.28,64.16,68.89
2023-08-12,64.27,53.22,46.97,44.16,70.23,44.54
2023-08-13,79.15,67.34,48.32,49.08,79.3,76.41
2023-08-14,58.75,64.44,51.23,58.28,79.72,65.65
2023-08-15,43.99,65.56,42.87,57.92,48.4,59.89
2023-08-16,73.62,58.21,52.36,46.5,75.28,45.75
2023-08-17,78.03,61.5,47.01,52.78,56.44,61.13
2023-08-18,40.72,78.1,61.57,70.63,50.32,76.0
2023-08-19,53.41,48.25,61.97,55.83,52.4,57.25
2023-08-20,58.4,59.31,72.61,40.9,77.69,74.44
2023-08-21,62.18,45.35,40.39,67.25,60.74,68.54
2023-08-22,57.22,69.0,58.75,40.69,54.43,59.82
2023-08-23,46.37,70.65,73.58,59.42,76.87,52.31
2023-08-24,54.03,59.12,47.87,42.21,49.31,62.84
2023-08-25,70.18,42.69,51.02,48.59,67.04,53.97
2023-08-26,74.4,70.91,60.98,79.05,44.07,78.65
2023-08-27,77.27,51.68,40.24,41.4,67.52,44.66
2023-08-28,76.51,77.03,74.64,60.16,69.16,54.63
2023-08-29,56.59,52.1,60.91,43.71,61.73,74.8
2023-08-30,52.38,75.79,76.22,62.35,56.94,69.63
2023-08-31,40.24,60.83,79.7,79.81,54.85,51.82
2023-09-01,66.78,46.64,70.45,65.42,49.45,66.12
2023-09-02,46.76,45.62,66.55,69.3,44.92,48.37
2023-09-03,40.46,41.29,42.02,57.21,74.02,41.7
2023-09-04,78.66,48.79,73.03,75.35,51.02,78.67
2023-09-05,41.11,76.74,69.42,65.94,70.11,46.24
2023-09-06,64.09,66.31,69.7,65.09,49.94,60.4
2023-09-07,69.94,67.55,69.28,57.25,42.36,68.52
2023-09-08,61.91,79.55,73.98,78.19,48.63,51.04
2023-09-09,56.66,52.01,50.71,70.44,42.54,54.05
2023-09-10,73.27,44.84,40.36,60.04,43.79,78.8
2023-09-11,71.78,74.74,76.94,74.06,67.29,54.78
2023-09-12,42.01,43.01,47.58,77.79,48.85,56.94
2023-09-13,73.03,63.66,73.23,67.99,64.23,56.43
2023-09-14,65.23,65.52,62.38,58.69,49.21,56.22
2023-09-15,45.27,47.57,57.73,79.03,54.42,43.24
2023-09-16,68.17,77.96,50.28,52.03,52.22,64.23
2023-09-17,48.52,76.95,50.11,42.91,53.63,76.23
2023-09-18,47.57,69.1,53.18,72.06,77.9,76.54
2023-09-19,65.42,50.09,53.77,57.67,43.43,52.34
2023-09-20,43.83,75.44,54.98,77.26,62.2,69.12
2023-09-21,66.7,45.22,65.77,73.02,68.09,44.92
2023-09-22,70.08,71.42,45.89,51.21,53.52,69.67
2023-09-23,75.57,60.79,56.84,69.87,41.27,70.3
2023-09-24,51.79,47.0,45.52,62.23,60.71,47.11
2023-09-25,61.77,56.83,60.75,57.67,65.63,47.74
2023-09-26,63.58,45.57,77.77,73.67,53.57,64.45
2023-09-27,63.66,74.15,40.8,59.52,42.07,77.08
2023-09-28,50.8,55.47,55.83,68.19,63.23,74.95
2023-09-29,46.76,63.77,79.64,77.08,60.26,52.14
2023-09-30,70.86,65.33,41.67,45.12,74.47,55.74
2023-10-01,52.12,55.91,75.56,63.67,61.25,58.12
2023-10-02,79.7,65.97,58.94,62.4,43.13,61.33
2023-10-03,70.5,63.0,71.72,77.55,47.96,67.34
2023-10-04,63.98,40.23,67.83,70.27,49.67,48.59
2023-10-05,41.71,40.18,65.54,60.17,71.34,76.15
2023-10-06,56.92,76.19,43.6,55.06,57.57,64.19
2023-10-07,48.91,51.12,47.27,68.95,64.6,78.88
2023-10-08,76.25,40.3,44.95,40.09,54.92,54.46
2023-10-09,65.29,78.11,71.86,71.55,63.46,46.19
2023-10-10,54.37,49.69,64.99,70.24,46.98,77.39
2023-10-11,75.78,49.56,70.95,61.69,43.12,79.04
2023-10-12,57.71,65.09,49.54,55.08,50.59,66.17
2023-10-13,75.81,48.93,74.59,73.36,50.83,57.7
2023-10-14,61.17,57.22,56.67,79.34,77.06,44.88
2023-10-15,75.67,59.52,42.64,40.09,72.97,51.78
2023-10-16,46.52,49.72,47.61,79.44,60.74,43.36
2023-10-17,63.04,66.14,78.32,56.52,47.03,59.26
2023-10-18,66.44,44.15,69.86,52.39,46.45,77.63
2023-10-19,72.67,52.71,47.86,64.11,53.05,77.28
2023-10-20,76.6,74.82,51.25,48.29,45.84,71.82
2023-10-21,78.62,49.74,62.06,79.22,64.42,63.65
2023-10-22,76.86,53.96,74.19,63.75,73.14,70.36
2023-10-23,63.76,59.56,52.98,71.85,76.83,41.56
2023-10-24,41.32,41.79,76.4,54.84,57.99,44.88
2023-10-25,75.38,59.1,77.32,43.58,48.16,69.36
2023-10-26,57.86,57.11,68.57,68.0,50.74,55.9
2023-10-27,50.09,56.97,69.91,71.45,72.91,58.2
2023-10-28,54.2,55.41,70.93,69.41,48.85,79.39
2023-10-29,51.35,58.21,77.57,69.29,67.87,54.41
2023-10-30,41.99,74.8,54.81,74.83,44.2,41.87
2023-10-31,71.25,50.77,57.8,73.41,53.61,51.54
2023-11-01,59.45,61.99,53.24,60.36,48.02,45.42
2023-11-02,51.1,43.68,75.19,70.37,68.28,52.54
2023-11-03,63.54,62.11,76.9,61.35,79.46,61.26
2023-11-04,53.2,45.98,62.36,54.59,56.14,57.15
2023-11-05,78.48,50.45,72.34,67.71,63.15,59.15
2023-11-06,70.8,52.17,46.17,48.49,78.29,72.56
2023-11-07,64.21,53.47,48.71,41.36,79.72,55.87
2023-11-08,59.77,47.55,67.34,46.9,46.88,47.27
2023-11-09,53.08,74.01,50.83,74.97,68.79,41.16
2023-11-10,46.07,46.13,40.81,78.58,63.03,70.95
2023-11-11,50.2,41.62,46.09,51.06,45.77,79.28
2023-11-12,41.09,59.49,56.13,78.86,60.72,75.67
2023-11-13,48.5,76.46,65.45,43.59,55.94,78.85
2023-11-14,63.39,65.93,73.64,47.34,70.91,57.28
2023-11-15,56.19,69.36,49.69,62.82,66.45,54.33
2023-11-16,58.46,49.58,58.32,72.96,66.68,40.59
2023-11-17,59.02,68.87,58.61,70.97,75.62,58.72
2023-11-18,78.32,67.86,67.21,66.01,71.84,72.55
2023-11-19,66.23,69.36,54.9,54.98,46.15,62.49
2023-11-20,66.51,52.69,64.22,74.68,45.33,48.39
2023-11-21,44.74,52.69,44.83,64.25,73.23,48.12
2023-11-22,64.52,41.57,74.88,68.02,46.49,74.06
2023-11-23,67.58,49.63,76.39,76.35,46.65,60.22
2023-11-24,70.98,76.2,48.06,48.88,75.13,55.37
2023-11-25,56.46,60.72,44.24,47.28,73.97,58.0
2023-11-26,59.4,46.07,46.62,46.19,63.31,76.86
2023-11-27,49.59,74.63,42.17,46.17,67.7,69.84
2023-11-28,75.83,55.14,54.11,55.45,53.33,58.48
2023-11-29,78.48,54.1,65.97,57.34,48.96,63.14
2023-11-30,47.73,51.46,74.15,66.51,51.99,42.44
2023-12-01,48.43,46.55,44.77,51.91,74.62,51.85
2023-12-02,62.69,40.99,76.93,49.58,54.53,60.58
2023-12-03,73.88,46.23,56.14,62.15,66.44,69.15
2023-12-04,56.65,62.92,60.15,61.47,61.3,55.43
