date,Nikkei 225,Toyota Motor Corporation,Mitsubishi UFJ Financial Group,Sony Group Corporation,Hitachi Ltd.,"Nintendo Co., Ltd."
2022-09-06,40.97,46.0,64.56,69.34,46.85,78.51
2022-09-07,65.98,79.18,47.71,70.2,45.04,50.29
2022-09-08,62.89,56.48,57.23,41.14,74.56,61.56
2022-09-09,48.19,53.4,45.95,68.19,57.52,76.19
2022-09-10,41.54,55.9,40.41,66.69,44.52,63.96
2022-09-11,65.09,42.64,58.78,58.32,62.22,78.17
2022-09-12,61.77,76.3,76.85,56.29,48.74,74.37
2022-09-13,51.51,65.42,77.29,69.9,74.94,53.87
2022-09-14,74.09,61.41,76.38,49.02,67.62,46.9
2022-09-15,54.09,55.82,56.11,58.52,55.08,67.85
2022-09-16,73.23,57.23,62.53,77.38,74.39,52.73
2022-09-17,67.63,73.4,43.97,61.23,47.52,69.97
2022-09-18,62.17,50.24,58.99,76.69,53.74,65.47
2022-09-19,59.51,62.63,47.52,79.26,72.6,46.38
2022-09-20,66.74,40.25,41.13,60.2,69.9,73.7
2022-09-21,64.98,70.45,57.51,65.96,56.52,53.36
2022-09-22,71.11,40.09,46.45,55.04,76.53,69.7
2022-09-23,54.18,43.04,41.42,40.85,53.67,79.15
2022-09-24,65.87,74.39,49.64,71.7,62.63,63.57
2022-09-25,41.65,40.5,43.49,77.43,41.22,75.79
2022-09-26,63.42,51.35,72.96,57.98,50.78,76.27
2022-09-27,63.03,77.51,56.04,73.65,59.01,76.49
2022-09-28,66.2,43.4,41.65,59.52,53.72,52.87
2022-09-29,76.46,63.6,46.47,66.66,69.37,61.17
2022-09-30,73.82,47.35,50.51,63.03,48.84,61.77
2022-10-01,47.57,63.72,50.5,65.68,65.84,42.8
2022-10-02,64.26,41.58,47.36,60.05,56.5,53.48
2022-10-03,41.2,57.08,56.15,46.22,61.85,45.34
2022-10-04,65.27,57.7,54.74,53.01,75.99,69.47
2022-10-05,62.94,41.45,65.2,54.63,50.08,73.81
2022-10-06,52.35,44.96,75.59,51.96,71.12,40.17
2022-10-07,41.05,61.31,51.14,47.19,61.83,44.43
2022-10-08,60.89,41.17,73.22,69.34,54.56,64.98
2022-10-09,41.52,69.39,76.16,55.22,75.55,60.8
2022-10-10,50.87,62.92,56.6,58.24,74.27,79.09
2022-10-11,52.4,58.38,48.19,44.84,60.4,69.31
2022-10-12,67.6,77.54,58.51,42.94,78.54,77.02
2022-10-13,40.83,57.89,49.58,73.02,66.76,50.73
2022-10-14,52.42,59.31,77.75,68.16,49.73,75.87
2022-10-15,69.01,53.82,57.07,54.41,78.28,71.77
2022-10-16,55.38,72.51,59.83,58.43,40.49,79.45
2022-10-17,59.77,66.27,74.33,49.11,65.41,53.81
2022-10-18,69.25,67.71,72.46,54.38,55.72,53.76
2022-10-19,44.37,46.27,40.68,64.46,68.29,47.26
2022-10-20,75.27,42.59,44.87,47.36,54.26,57.37
2022-10-21,48.49,52.66,41.99,55.9,79.17,45.54
2022-10-22,40.89,67.39,47.59,67.79,46.3,55.51
2022-10-23,47.8,45.03,47.97,41.38,67.07,62.12
2022-10-24,50.89,57.27,51.26,44.88,42.68,42.41
2022-10-25,64.2,52.8,45.08,40.38,47.22,59.92
2022-10-26,54.39,76.28,70.15,45.79,65.17,47.43
2022-10-27,70.45,68.93,75.14,56.8,74.28,53.79
2022-10-28,63.02,57.39,65.3,45.66,59.28,64.32
2022-10-29,64.41,47.1,42.63,67.68,44.37,65.53
2022-10-30,77.86,65.45,46.3,73.65,68.1,54.14
2022-10-31,64.26,62.92,63.22,58.57,43.4,62.56
2022-11-01,46.18,58.34,64.3,57.75,53.61,44.09
2022-11-02,48.5,72.66,54.66,64.13,46.02,61.69
2022-11-03,56.83,74.69,62.83,63.48,79.78,69.19
2022-11-04,54.31,46.21,76.61,45.05,47.1,42.51
2022-11-05,66.15,47.84,65.06,45.23,44.04,76.22
2022-11-06,57.54,52.34,45.79,50.11,69.97,64.51
2022-11-07,55.72,70.06,66.64,79.0,53.26,58.09
2022-11-08,51.46,78.43,71.04,46.11,50.3,50.13
2022-11-09,72.04,48.72,49.52,73.93,46.5,59.32
2022-11-10,65.1,63.98,53.52,76.36,48.55,71.44
2022-11-11,42.76,41.55,53.79,57.44,75.84,67.86
2022-11-12,56.17,57.49,56.04,55.59,65.42,46.82
2022-11-13,61.35,47.24,59.13,44.94,51.58,50.05
2022-11-14,66.29,54.59,46.88,67.4,51.29,43.27
2022-11-15,62.49,60.67,50.19,41.04,73.99,73.0
2022-11-16,79.25,67.92,66.5,63.64,75.96,66.76
2022-11-17,43.85,46.62,43.39,45.69,67.44,77.79
2022-11-18,55.69,59.89,50.01,59.99,75.81,59.28
2022-11-19,63.1,65.49,70.63,41.98,70.97,68.72
2022-11-20,46.41,78.07,51.46,77.39,51.4,73.78
2022-11-21,47.34,69.29,47.6,72.97,75.59,79.55
2022-11-22,47.83,40.72,67.31,53.58,79.67,49.41
2022-11-23,62.85,48.81,47.11,43.41,55.14,79.43
2022-11-24,44.29,74.65,63.42,71.75,78.16,58.04
2022-11-25,48.44,58.2,48.94,59.78,50.35,59.87
2022-11-26,51.19,60.63,77.35,65.4,78.0,75.37
2022-11-27,71.06,66.86,47.06,71.48,47.36,69.71
2022-11-28,42.76,66.13,64.36,59.88,74.25,49.87
2022-11-29,65.86,74.67,55.36,45.44,75.46,59.12
2022-11-30,75.62,50.77,47.57,46.9,78.6,66.91
2022-12-01,62.79,79.17,70.56,48.96,64.98,79.97
2022-12-02,52.68,66.55,51.74,41.16,57.24,47.27
2022-12-03,60.02,48.59,79.97,71.27,67.15,72.48
2022-12-04,77.37,41.21,71.34,45.28,73.91,52.32
2022-12-05,48.52,48.84,78.78,78.32,75.54,50.59
2022-12-06,70.24,42.06,63.57,46.1,53.27,71.76
2022-12-07,43.25,72.83,45.64,50.02,78.26,60.65
2022-12-08,56.61,42.04,52.66,68.41,55.15,73.63
2022-12-09,67.51,49.75,60.51,76.84,75.89,75.38
2022-12-10,60.61,70.22,70.73,40.89,68.31,48.39
2022-12-11,59.89,42.67,54.67,51.43,70.07,48.21
2022-12-12,69.5,51.27,53.44,62.72,42.05,66.23
2022-12-13,62.53,41.96,70.09,63.0,69.36,73.04
2022-12-14,44.02,65.5,63.74,61.96,42.69,41.1
2022-12-15,69.1,67.43,54.27,57.16,60.91,79.8
2022-12-16,69.04,73.6,70.81,62.9,43.46,70.47
2022-12-17,58.04,58.45,70.36,68.59,40.6,40.65
2022-12-18,79.61,42.6,47.84,45.38,45.15,60.87
2022-12-19,57.83,57.13,70.47,78.66,76.76,53.25
2022-12-20,61.33,57.23,71.38,54.3,79.77,57.83
2022-12-21,51.2,42.96,65.63,73.89,42.18,59.06
2022-12-22,77.78,67.61,79.48,65.05,67.72,42.93
2022-12-23,75.97,55.88,48.53,75.73,43.26,72.4
2022-12-24,62.51,51.07,62.38,75.13,57.22,51.06
2022-12-25,68.23,54.57,51.21,44.23,71.62,49.45
2022-12-26,51.24,68.04,67.97,41.73,68.09,73.47
2022-12-27,53.96,51.9,71.77,52.99,75.14,71.01
2022-12-28,53.02,56.96,64.45,52.71,66.95,63.79
2022-12-29,44.89,56.1,79.31,62.8,71.61,54.45
2022-12-30,56.51,64.87,43.05,44.04,57.71,50.34
2022-12-31,44.57,66.94,64.84,59.03,61.25,73.08
2023-01-01,60.38,62.25,65.65,76.26,67.28,69.72
2023-01-02,68.46,68.8,66.23,40.96,57.9,66.8
2023-01-03,68.46,62.16,73.18,59.78,57.16,46.89
2023-01-04,78.37,73.63,46.67,77.35,50.59,79.53
2023-01-05,78.51,68.02,75.95,77.75,65.89,43.13
2023-01-06,63.68,79.83,44.95,72.31,47.43,69.85
2023-01-07,65.75,79.98,74.68,63.34,72.87,42.47
2023-01-08,73.34,54.87,76.3,48.07,44.71,52.82
2023-01-09,66.69,52.07,40.16,51.9,52.07,44.83
2023-01-10,41.98,62.27,61.13,60.15,57.74,73.72
2023-01-11,49.58,63.42,79.64,70.94,55.73,42.84
2023-01-12,64.44,42.73,74.58,49.27,52.38,52.37
2023-01-13,63.4,48.38,45.59,54.63,41.43,58.51
2023-01-14,78.72,71.34,72.18,42.85,50.2,77.38
2023-01-15,58.36,78.45,53.18,45.64,50.45,64.92
2023-01-16,71.58,55.52,59.71,49.91,47.74,57.95
2023-01-17,51.51,73.26,73.98,75.8,61.55,56.89
2023-01-18,47.75,66.41,66.22,43.4,78.78,59.71
2023-01-19,71.93,40.23,73.35,63.78,77.5,73.59
2023-01-20,75.5,72.59,63.46,63.67,64.47,68.94
2023-01-21,66.26,47.52,51.89,43.69,71.58,48.82
2023-01-22,43.82,73.55,60.17,64.24,41.97,62.48
2023-01-23,44.81,76.94,61.35,40.4,54.24,58.46
2023-01-24,42.85,57.47,66.9,58.83,40.03,72.26
2023-01-25,62.86,52.26,70.26,63.6,58.4,76.38
2023-01-26,69.16,46.29,53.92,50.44,69.08,40.11
2023-01-27,58.74,76.78,59.18,64.43,67.52,70.14
2023-01-28,55.97,43.29,69.6,48.13,50.25,77.63
2023-01-29,68.08,42.45,79.76,57.67,60.17,42.8
2023-01-30,53.2,43.24,52.06,62.12,69.63,68.85
2023-01-31,58.29,50.78,47.44,48.61,57.85,55.77
2023-02-01,50.31,78.14,68.99,40.39,73.93,68.2
2023-02-02,56.52,73.59,76.1,47.37,64.85,61.84
2023-02-03,59.55,42.28,54.52,46.23,53.39,77.95
2023-02-04,52.64,55.93,56.98,65.64,54.24,77.56
2023-02-05,71.49,67.6,46.46,68.82,62.36,55.97
2023-02-06,69.3,77.53,76.89,74.97,56.58,49.88
2023-02-07,45.53,61.99,52.37,76.4,54.44,57.81
2023-02-08,71.1,51.21,47.09,66.97,40.75,67.88
2023-02-09,55.95,64.04,54.58,41.08,54.12,60.26
2023-02-10,57.23,41.07,57.33,50.23,66.6,72.68
2023-02-11,41.55,43.63,65.31,52.04,49.19,77.52
2023-02-12,57.83,73.77,78.3,54.15,50.37,47.47
2023-02-13,66.44,53.23,50.42,54.89,46.51,44.73
2023-02-14,64.6,77.09,67.51,48.23,48.35,45.16
2023-02-15,54.44,41.88,58.64,54.33,51.37,71.3
2023-02-16,66.59,66.74,54.89,71.86,59.7,67.13
2023-02-17,51.06,69.06,58.05,41.14,71.85,63.57
2023-02-18,70.9,77.86,76.66,59.13,67.9,74.33
2023-02-19,72.69,79.23,61.47,57.48,40.28,49.94
2023-02-20,77.09,79.68,67.37,77.35,44.21,71.7
2023-02-21,51.11,49.19,59.3,63.71,56.96,75.17
2023-02-22,67.56,78.11,50.96,42.97,53.38,65.16
2023-02-23,58.31,70.42,74.74,78.0,65.58,48.95
2023-02-24,66.38,58.88,60.61,66.3,48.83,65.03
2023-02-25,60.12,49.93,78.96,74.66,54.96,46.09
2023-02-26,60.91,53.08,74.5,64.08,63.97,59.55
2023-02-27,78.72,40.92,52.96,42.91,60.38,43.39
2023-02-28,45.5,76.7,42.72,66.17,56.29,57.17
2023-03-01,60.37,78.22,52.8,49.35,57.25,57.34
2023-03-02,53.19,54.42,41.18,45.52,55.19,61.1
2023-03-03,71.3,76.41,77.74,47.09,48.51,55.92
2023-03-04,57.04,59.9,53.45,71.48,63.65,65.38
2023-03-05,77.91,53.0,42.11,58.88,54.32,54.86
2023-03-06,75.69,67.47,75.67,44.21,62.29,72.34
2023-03-07,55.0,79.96,62.22,47.8,47.59,50.43
2023-03-08,72.84,46.16,76.71,40.07,64.89,72.45
2023-03-09,45.36,66.44,57.01,67.53,56.28,48.82
2023-03-10,58.65,41.05,79.02,57.94,59.73,69.56
2023-03-11,54.59,63.42,72.29,60.67,55.54,63.2
2023-03-12,54.89,71.8,51.93,42.72,70.19,64.54
2023-03-13,62.5,79.9,43.7,52.25,60.19,42.47
2023-03-14,57.35,47.76,75.57,50.48,57.48,45.21
2023-03-15,70.4,70.74,73.33,60.01,64.47,55.95
2023-03-16,41.54,76.56,77.52,69.3,42.69,58.58
2023-03-17,65.09,43.47,44.51,56.29,53.9,77.59
2023-03-18,68.19,74.56,52.58,75.47,74.62,75.33
2023-03-19,73.7,61.7,44.36,67.52,55.14,63.87
2023-03-20,55.83,51.03,45.26,66.34,73.73,41.68
2023-03-21,72.31,74.65,44.16,72.59,61.69,43.85
2023-03-22,54.88,73.64,46.39,54.66,65.66,50.43
2023-03-23,71.75,79.33,67.52,50.55,55.95,69.4
2023-03-24,40.73,44.84,41.3,43.06,45.05,47.64
2023-03-25,60.97,74.86,77.16,40.93,72.79,59.73
2023-03-26,47.4,68.21,78.02,56.47,55.74,77.38
2023-03-27,66.99,63.39,41.29,46.61,72.71,73.07
2023-03-28,69.79,50.22,60.93,68.85,73.13,75.53
2023-03-29,69.43,76.34,63.63,51.32,69.67,76.01
2023-03-30,71.86,53.44,41.9,67.13,65.5,78.35
2023-03-31,72.38,40.08,70.03,42.83,41.27,77.1
2023-04-01,45.2,64.49,77.46,77.05,51.79,54.3
2023-04-02,62.7,57.12,53.71,67.96,64.2,41.99
2023-04-03,72.71,44.76,52.57,71.12,68.9,74.76
2023-04-04,53.22,40.95,57.11,67.13,78.25,66.36
2023-04-05,61.67,63.28,49.17,48.98,49.21,58.29
2023-04-06,76.09,51.18,55.06,59.07,56.47,75.41
2023-04-07,59.54,42.62,41.75,51.76,50.25,55.19
2023-04-08,70.97,54.21,68.2,53.48,43.4,56.0
2023-04-09,48.88,43.81,52.9,64.24,77.16,43.64
2023-04-10,73.19,45.71,53.2,74.23,49.97,41.35
2023-04-11,73.87,70.77,43.42,65.9,55.15,44.39
2023-04-12,59.43,42.21,54.08,72.73,72.18,59.8
2023-04-13,43.4,68.5,78.21,64.13,57.95,46.73
2023-04-14,51.08,48.3,69.36,54.58,67.48,44.35
2023-04-15,53.58,70.63,62.25,52.23,41.11,66.49
2023-04-16,61.68,60.83,69.25,42.02,76.88,65.96
2023-04-17,62.89,40.06,49.15,49.94,76.61,60.54
2023-04-18,41.55,76.56,40.68,49.77,75.57,69.41
2023-04-19,47.53,53.56,50.88,43.48,69.27,69.65
2023-04-20,52.49,43.28,53.26,57.58,68.52,53.9
2023-04-21,77.04,76.57,70.65,68.56,64.98,59.21
2023-04-22,71.68,77.01,66.1,54.72,79.56,68.28
2023-04-23,56.14,79.25,50.56,40.46,41.12,44.99
2023-04-24,47.84,45.0,77.85,40.49,45.11,53.55
2023-04-25,73.89,78.74,68.21,75.66,62.48,71.04
2023-04-26,75.75,40.85,43.35,65.93,44.77,51.19
2023-04-27,50.24,58.73,74.97,51.47,43.72,56.35
2023-04-28,52.18,67.82,73.02,60.96,56.97,77.85
2023-04-29,42.35,66.77,72.1,55.06,76.97,61.56
2023-04-30,69.66,68.1,41.01,64.15,70.61,53.15
2023-05-01,71.1,48.72,57.04,78.66,52.35,40.83
2023-05-02,51.59,60.19,64.98,43.66,41.2,74.36
2023-05-03,52.87,51.01,76.21,50.75,67.34,55.33
2023-05-04,71.78,70.52,68.25,56.18,72.97,58.18
2023-05-05,74.58,51.57,74.94,52.61,47.27,76.52
2023-05-06,70.02,50.49,56.99,77.21,68.38,41.31
2023-05-07,56.49,61.43,76.09,52.17,67.75,48.28
2023-05-08,64.04,47.0,68.23,76.87,41.89,74.08
2023-05-09,50.58,44.72,46.47,55.81,40.46,51.62
2023-05-10,71.09,42.86,46.08,49.35,49.19,52.0
2023-05-11,73.73,53.57,41.16,67.85,57.69,60.52
2023-05-12,57.25,69.99,76.41,40.82,47.31,40.65
2023-05-13,56.95,40.77,47.38,49.28,63.56,47.02
2023-05-14,76.04,76.34,45.18,43.92,61.12,74.46
2023-05-15,50.28,61.68,46.2,51.08,60.83,49.57
2023-05-16,56.01,71.31,77.3,72.49,51.64,40.99
2023-05-17,48.37,65.85,69.85,73.48,44.35,74.18
2023-05-18,65.88,59.34,63.9,46.69,64.82,72.08
2023-05-19,44.1,46.18,49.97,53.95,54.34,45.06
2023-05-20,78.78,76.15,72.52,58.23,53.46,67.69
2023-05-21,67.83,73.39,47.7,51.14,69.48,42.57
2023-05-22,44.22,43.07,63.71,49.24,41.21,73.98
2023-05-23,61.42,72.44,62.69,75.03,40.82,61.89
2023-05-24,52.54,44.21,79.49,71.39,57.89,56.56
2023-05-25,73.05,40.91,48.56,51.63,48.1,51.31
2023-05-26,54.76,64.33,53.75,60.25,51.25,42.77
2023-05-27,61.41,62.87,69.72,73.33,48.49,58.23
2023-05-28,71.54,49.98,76.28,56.87,54.14,71.78
2023-05-29,69.94,51.01,70.29,41.32,71.82,52.11
2023-05-30,42.6,42.03,55.91,63.25,60.21,50.99
2023-05-31,60.4,45.85,54.91,51.55,68.48,59.97
2023-06-01,78.88,50.57,56.55,50.74,57.17,62.41
2023-06-02,41.17,43.37,54.95,49.93,72.44,50.26
2023-06-03,73.42,58.73,67.83,65.44,41.48,64.28
2023-06-04,70.38,76.85,59.32,54.24,75.24,60.5
2023-06-05,43.07,44.52,58.1,75.03,75.98,66.46
2023-06-06,65.36,46.11,79.68,60.56,45.58,50.65
2023-06-07,77.9,55.45,58.13,78.69,49.65,65.72
2023-06-08,46.01,43.12,60.24,74.86,60.44,45.77
2023-06-09,75.15,76.61,70.9,70.2,60.08,53.82
2023-06-10,68.02,55.74,41.52,68.6,76.58,66.17
2023-06-11,70.03,53.34,52.25,45.6,61.97,51.62
2023-06-12,41.28,58.65,60.88,64.7,51.84,65.07
2023-06-13,51.24,71.6,74.22,73.07,60.79,40.86
2023-06-14,46.26,59.13,50.94,68.88,61.73,52.54
2023-06-15,55.79,41.33,43.36,77.16,59.94,78.09
2023-06-16,42.61,71.47,41.55,54.86,41.5,49.5
2023-06-17,55.98,48.07,71.29,45.71,46.48,58.82
2023-06-18,50.12,52.11,49.57,40.1,49.73,66.57
2023-06-19,59.51,70.37,50.01,43.29,76.4,53.28
2023-06-20,59.81,42.36,42.08,56.31,60.33,64.42
2023-06-21,59.63,46.36,75.21,49.36,72.35,64.87
2023-06-22,55.5,59.53,66.45,79.04,42.36,53.71
2023-06-23,42.0,69.21,43.55,76.46,40.66,42.24
2023-06-24,49.69,79.36,73.33,72.76,47.68,49.59
2023-06-25,47.66,64.96,56.36,40.22,43.55,62.15
2023-06-26,44.44,46.39,73.55,42.09,43.82,58.21
2023-06-27,77.08,44.86,66.02,55.16,53.48,69.75
2023-06-28,66.04,66.49,62.1,75.35,50.71,53.08
2023-06-29,73.93,75.23,76.89,48.38,71.07,79.15
2023-06-30,69.11,51.89,79.28,47.9,50.32,66.91
2023-07-01,66.18,45.57,59.64,68.91,47.22,73.87
2023-07-02,60.69,51.48,66.46,77.53,46.81,62.55
2023-07-03,78.33,67.71,62.39,63.83,48.23,45.58
2023-07-04,70.04,74.26,54.09,53.46,63.36,53.8
2023-07-05,46.16,65.41,59.87,51.39,75.0,58.49
2023-07-06,63.31,77.55,62.98,69.42,41.37,77.79
2023-07-07,58.64,49.42,49.3,67.85,41.0,45.61
2023-07-08,51.56,59.54,73.21,66.51,58.33,78.98
2023-07-09,51.06,79.06,74.39,57.69,52.96,79.58
2023-07-10,51.17,57.3,70.57,73.91,74.73,63.27
2023-07-11,49.41,72.71,42.87,60.56,40.18,45.59
2023-07-12,63.38,53.41,69.92,75.62,55.7,73.26
2023-07-13,69.02,46.57,43.98,63.17,72.63,61.15
2023-07-14,54.2,78.56,42.55,58.37,78.2,52.05
2023-07-15,76.12,46.66,48.74,58.85,52.8,75.64
2023-07-16,50.09,44.76,47.76,79.04,65.96,77.0
2023-07-17,73.9,61.51,77.77,54.87,52.69,77.84
2023-07-18,67.37,46.31,49.07,41.76,78.73,68.63
2023-07-19,71.64,45.08,57.57,77.73,52.85,63.33
2023-07-20,52.5,77.77,50.02,40.41,62.01,52.54
2023-07-21,43.83,40.25,44.7,69.8,71.97,74.1
2023-07-22,64.77,45.18,42.84,74.14,61.87,60.75
2023-07-23,55.01,50.99,44.39,47.91,44.41,52.04
2023-07-24,67.77,70.27,41.81,61.55,51.14,41.74
2023-07-25,62.02,41.76,52.84,44.15,57.79,47.05
2023-07-26,72.51,40.89,57.92,64.35,45.53,56.17
2023-07-27,43.33,65.2,55.2,63.47,58.54,75.95
2023-07-28,74.43,71.23,53.34,76.39,40.51,57.69
2023-07-29,75.91,40.94,51.39,51.02,69.82,78.68
2023-07-30,54.45,68.84,52.12,74.77,63.67,40.13
2023-07-31,45.57,68.16,61.78,49.04,75.53,70.36
2023-08-01,70.05,52.36,75.43,73.72,75.97,66.67
2023-08-02,55.27,71.13,77.75,73.87,71.72,66.76
2023-08-03,59.6,67.65,68.89,71.63,72.94,54.99
2023-08-04,53.85,68.99,43.82,43.22,76.2,60.09
2023-08-05,58.69,40.84,41.71,69.08,43.73,45.53
2023-08-06,59.91,54.95,41.63,45.63,48.69,52.15
2023-08-07,41.24,49.71,79.16,64.83,43.94,67.53
2023-08-08,57.88,53.34,78.62,53.62,55.58,40.49
2023-08-09,42.68,54.97,52.48,66.12,50.5,62.42
2023-08-10,70.28,74.59,71.69,63.65,63.52,65.89
2023-08-11,40.12,73.43,71.26,64.18,62.42,40.25
2023-08-12,50.76,79.66,51.47,73.56,45.91,68.08
2023-08-13,70.88,50.39,52.57,43.32,77.81,40.98
2023-08-14,54.52,40.62,45.31,49.97,42.86,61.33
2023-08-15,51.18,67.82,43.53,40.6,55.7,54.55
2023-08-16,46.96,63.57,72.56,46.39,74.98,51.03
2023-08-17,72.88,46.33,67.12,51.44,78.33,75.26
2023-08-18,49.42,40.12,59.91,47.45,59.35,57.25
2023-08-19,63.95,46.74,43.1,67.52,40.93,53.34
2023-08-20,47.61,61.16,61.18,70.31,54.91,65.52
2023-08-21,65.88,58.23,69.77,57.74,78.96,60.59
2023-08-22,44.82,49.97,50.55,58.54,43.65,52.03
2023-08-23,74.16,60.65,68.85,52.28,72.18,65.56
2023-08-24,61.46,50.2,46.94,48.23,62.89,53.02
2023-08-25,77.29,70.06,72.02,59.83,49.33,74.0
2023-08-26,63.31,52.35,68.81,76.57,76.7,57.53
2023-08-27,55.93,53.18,45.37,65.96,60.5,75.91
2023-08-28,54.64,71.02,61.46,56.22,69.0,76.58
2023-08-29,75.44,43.49,61.81,49.31,40.92,60.31
2023-08-30,64.84,62.59,49.87,49.88,47.23,72.97
2023-08-31,74.53,45.15,67.33,46.3,43.07,43.16
2023-09-01,64.86,56.12,74.73,71.25,59.46,47.79
2023-09-02,79.0,46.86,72.64,79.2,55.26,54.59
2023-09-03,61.13,65.94,42.89,54.64,47.45,65.38
2023-09-04,61.35,47.58,65.0,47.96,49.85,53.57
2023-09-05,57.46,74.8,50.63,55.43,68.03,41.87
2023-09-06,68.5,50.87,71.79,59.74,51.41,60.2
2023-09-07,51.76,75.33,67.72,79.95,50.72,57.36
2023-09-08,55.61,76.9,79.88,43.32,50.02,58.12
2023-09-09,53.61,78.3,73.57,40.5,66.47,50.06
2023-09-10,49.09,56.64,65.83,53.45,65.44,75.76
2023-09-11,76.7,57.52,72.67,74.71,42.47,59.51
2023-09-12,66.32,54.97,52.63,56.34,46.24,74.19
2023-09-13,65.21,71.97,54.51,48.8,56.69,60.65
2023-09-14,79.81,51.37,65.09,49.12,57.87,47.75
2023-09-15,48.41,43.01,68.33,75.35,46.24,79.95
2023-09-16,70.89,50.24,68.69,56.1,56.89,47.21
2023-09-17,70.7,75.96,53.65,40.78,68.75,42.77
2023-09-18,71.55,72.72,67.76,59.71,75.44,41.84
2023-09-19,63.72,47.68,77.04,72.01,72.37,45.47
2023-09-20,42.92,45.69,54.28,68.7,74.4,64.69
2023-09-21,50.93,55.78,69.29,62.86,66.29,74.77
2023-09-22,76.54,79.73,62.42,52.57,65.47,75.7
2023-09-23,71.52,41.61,77.46,51.75,50.72,76.12
2023-09-24,56.93,65.98,58.72,70.05,40.01,45.99
2023-09-25,50.55,67.38,64.52,57.03,75.35,41.75
2023-09-26,58.08,57.15,70.07,75.31,56.12,72.09
2023-09-27,46.56,41.8,76.52,40.08,73.63,66.68
2023-09-28,74.44,44.79,69.54,69.26,61.09,44.79
2023-09-29,60.43,45.32,71.86,61.72,74.14,75.24
2023-09-30,41.48,77.78,41.0,57.02,61.44,60.48
2023-10-01,41.64,46.68,42.86,62.58,73.09,65.67
2023-10-02,77.32,43.63,77.23,75.63,52.76,77.92
2023-10-03,40.12,74.97,45.5,46.26,55.83,72.47
2023-10-04,49.52,60.39,58.08,53.66,49.92,52.98
2023-10-05,58.09,71.11,66.61,69.55,48.77,71.93
2023-10-06,45.03,67.83,69.08,49.56,41.81,59.32
2023-10-07,76.56,48.42,62.17,77.33,70.78,46.71
2023-10-08,76.91,53.83,56.94,58.3,50.89,53.16
2023-10-09,42.12,65.37,79.41,65.61,50.57,52.59
2023-10-10,74.68,60.43,77.3,76.99,78.15,51.46
2023-10-11,56.41,40.5,49.69,74.42,71.45,70.2
2023-10-12,45.14,47.29,67.75,41.33,74.31,54.19
2023-10-13,66.85,40.48,45.57,71.73,68.78,55.63
2023-10-14,72.0,47.24,78.84,60.14,59.86,66.08
2023-10-15,55.45,55.26,50.97,69.39,49.58,46.54
2023-10-16,44.81,78.41,70.39,76.88,50.66,44.61
2023-10-17,61.3,65.91,43.75,60.86,57.61,72.51
2023-10-18,50.18,68.88,77.68,66.65,75.61,72.96
2023-10-19,50.97,52.26,79.18,44.38,64.11,66.91
2023-10-20,59.13,51.5,65.33,74.82,47.45,61.09
2023-10-21,42.82,68.74,64.18,65.66,76.13,71.98
2023-10-22,70.34,46.27,71.08,79.55,52.13,49.23
2023-10-23,49.05,75.75,73.12,72.05,68.0,42.73
2023-10-24,68.35,42.49,47.05,72.71,69.33,65.92
2023-10-25,57.71,56.65,63.97,64.75,62.17,49.21
2023-10-26,45.95,75.89,59.15,50.16,62.96,67.03
2023-10-27,70.24,72.87,67.79,70.07,50.44,40.46
2023-10-28,48.02,45.2,43.86,50.28,48.42,54.53
2023-10-29,66.07,59.92,64.48,56.4,76.15,60.72
2023-10-30,63.09,54.94,61.18,47.01,58.98,42.97
2023-10-31,40.56,45.29,78.23,76.61,73.92,79.79
2023-11-01,59.24,41.19,75.74,44.47,50.5,78.48
2023-11-02,65.4,73.89,69.1,69.48,73.52,76.16
2023-11-03,65.67,48.08,58.66,72.44,71.49,50.13
2023-11-04,62.73,56.08,77.49,44.56,78.23,62.62
2023-11-05,54.55,58.65,74.34,44.48,45.19,57.46
2023-11-06,76.3,41.11,51.87,53.84,65.81,66.75
2023-11-07,61.97,68.47,65.86,49.26,76.75,50.46
2023-11-08,61.16,58.02,43.94,56.17,66.94,58.28
2023-11-09,61.34,63.89,77.23,75.86,42.91,47.17
2023-11-10,76.13,61.4,70.6,58.37,59.42,53.44
2023-11-11,59.6,49.03,55.45,73.02,46.62,66.21
2023-11-12,47.98,54.57,78.29,65.34,52.97,47.46
2023-11-13,52.42,47.51,71.45,78.39,61.39,53.01
2023-11-14,51.71,50.85,56.4,72.83,71.49,78.47
2023-11-15,56.6,55.69,75.18,77.72,60.64,48.9
2023-11-16,40.62,49.35,61.09,48.62,58.81,69.72
2023-11-17,72.0,60.51,69.63,50.41,68.12,52.03
2023-11-18,57.04,42.36,77.12,66.74,61.48,62.48
2023-11-19,61.91,51.91,66.49,68.6,55.59,65.51
2023-11-20,68.99,40.05,73.08,41.26,72.98,46.82
2023-11-21,74.21,46.09,66.25,66.32,40.12,75.03
2023-11-22,60.37,49.4,45.83,67.1,57.59,55.6
2023-11-23,44.73,43.88,64.03,51.58,49.53,54.5
2023-11-24,69.17,73.39,73.42,75.72,50.12,71.97
2023-11-25,58.52,53.44,56.28,48.12,67.49,76.49
2023-11-26,52.49,73.27,77.36,66.98,75.9,63.45
2023-11-27,62.66,61.21,72.41,74.57,59.25,60.57
2023-11-28,47.17,74.87,50.58,79.4,78.89,41.85
